global_node_id,node_id,system_id,atom_label,hybridization_label,hydrogen_count_metadata,saturation_label,pi_system_label,sigma_framework_label,topology_class,x_ref,y_ref,z_ref,claim_role
c60:C60_02,C60_02,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.403548212335,0.854728829825,-0.326477361829,synthetic_reference_control_only_from_DATA02A
c60:C60_03,C60_03,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.730025574164,0.652954723658,-0.201774106168,synthetic_reference_control_only_from_DATA02A
c60:C60_04,C60_04,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.730025574164,0.652954723658,0.201774106168,synthetic_reference_control_only_from_DATA02A
c60:C60_05,C60_05,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.201774106168,0.979432085486,0.0,synthetic_reference_control_only_from_DATA02A
c60:C60_06,C60_06,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.403548212335,0.854728829825,0.326477361829,synthetic_reference_control_only_from_DATA02A
c60:C60_07,C60_07,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.403548212335,0.854728829825,-0.326477361829,synthetic_reference_control_only_from_DATA02A
c60:C60_08,C60_08,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.730025574164,0.652954723658,-0.201774106168,synthetic_reference_control_only_from_DATA02A
c60:C60_09,C60_09,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.730025574164,0.652954723658,0.201774106168,synthetic_reference_control_only_from_DATA02A
c60:C60_10,C60_10,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.201774106168,-0.979432085486,0.0,synthetic_reference_control_only_from_DATA02A
c60:C60_11,C60_11,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.403548212335,-0.854728829825,0.326477361829,synthetic_reference_control_only_from_DATA02A
c60:C60_12,C60_12,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.403548212335,-0.854728829825,-0.326477361829,synthetic_reference_control_only_from_DATA02A
c60:C60_13,C60_13,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.730025574164,-0.652954723658,-0.201774106168,synthetic_reference_control_only_from_DATA02A
c60:C60_14,C60_14,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.730025574164,-0.652954723658,0.201774106168,synthetic_reference_control_only_from_DATA02A
c60:C60_15,C60_15,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.201774106168,-0.979432085486,0.0,synthetic_reference_control_only_from_DATA02A
c60:C60_16,C60_16,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.403548212335,-0.854728829825,0.326477361829,synthetic_reference_control_only_from_DATA02A
c60:C60_17,C60_17,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.403548212335,-0.854728829825,-0.326477361829,synthetic_reference_control_only_from_DATA02A
c60:C60_18,C60_18,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.730025574164,-0.652954723658,-0.201774106168,synthetic_reference_control_only_from_DATA02A
c60:C60_19,C60_19,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.730025574164,-0.652954723658,0.201774106168,synthetic_reference_control_only_from_DATA02A
c60:C60_20,C60_20,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.201774106168,-0.730025574164,0.652954723658,synthetic_reference_control_only_from_DATA02A
c60:C60_21,C60_21,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.201774106168,-0.730025574164,0.652954723658,synthetic_reference_control_only_from_DATA02A
c60:C60_22,C60_22,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.0,-0.201774106168,0.979432085486,synthetic_reference_control_only_from_DATA02A
c60:C60_23,C60_23,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.326477361829,-0.403548212335,0.854728829825,synthetic_reference_control_only_from_DATA02A
c60:C60_24,C60_24,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.326477361829,-0.403548212335,0.854728829825,synthetic_reference_control_only_from_DATA02A
c60:C60_25,C60_25,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.201774106168,0.730025574164,0.652954723658,synthetic_reference_control_only_from_DATA02A
c60:C60_26,C60_26,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.201774106168,0.730025574164,0.652954723658,synthetic_reference_control_only_from_DATA02A
c60:C60_27,C60_27,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.0,0.201774106168,0.979432085486,synthetic_reference_control_only_from_DATA02A
c60:C60_28,C60_28,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.326477361829,0.403548212335,0.854728829825,synthetic_reference_control_only_from_DATA02A
c60:C60_29,C60_29,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.326477361829,0.403548212335,0.854728829825,synthetic_reference_control_only_from_DATA02A
c60:C60_30,C60_30,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.201774106168,-0.730025574164,-0.652954723658,synthetic_reference_control_only_from_DATA02A
c60:C60_31,C60_31,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.201774106168,-0.730025574164,-0.652954723658,synthetic_reference_control_only_from_DATA02A
c60:C60_32,C60_32,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.0,-0.201774106168,-0.979432085486,synthetic_reference_control_only_from_DATA02A
c60:C60_33,C60_33,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.326477361829,-0.403548212335,-0.854728829825,synthetic_reference_control_only_from_DATA02A
c60:C60_34,C60_34,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.326477361829,-0.403548212335,-0.854728829825,synthetic_reference_control_only_from_DATA02A
c60:C60_35,C60_35,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.201774106168,0.730025574164,-0.652954723658,synthetic_reference_control_only_from_DATA02A
c60:C60_36,C60_36,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.201774106168,0.730025574164,-0.652954723658,synthetic_reference_control_only_from_DATA02A
c60:C60_37,C60_37,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.0,0.201774106168,-0.979432085486,synthetic_reference_control_only_from_DATA02A
c60:C60_38,C60_38,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.326477361829,0.403548212335,-0.854728829825,synthetic_reference_control_only_from_DATA02A
c60:C60_39,C60_39,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.326477361829,0.403548212335,-0.854728829825,synthetic_reference_control_only_from_DATA02A
c60:C60_40,C60_40,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.854728829825,0.326477361829,-0.403548212335,synthetic_reference_control_only_from_DATA02A
c60:C60_41,C60_41,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.854728829825,-0.326477361829,-0.403548212335,synthetic_reference_control_only_from_DATA02A
c60:C60_42,C60_42,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.652954723658,-0.201774106168,-0.730025574164,synthetic_reference_control_only_from_DATA02A
c60:C60_43,C60_43,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.652954723658,0.201774106168,-0.730025574164,synthetic_reference_control_only_from_DATA02A
c60:C60_44,C60_44,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.979432085486,0.0,-0.201774106168,synthetic_reference_control_only_from_DATA02A
c60:C60_45,C60_45,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.854728829825,0.326477361829,0.403548212335,synthetic_reference_control_only_from_DATA02A
c60:C60_46,C60_46,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.854728829825,-0.326477361829,0.403548212335,synthetic_reference_control_only_from_DATA02A
c60:C60_47,C60_47,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.652954723658,-0.201774106168,0.730025574164,synthetic_reference_control_only_from_DATA02A
c60:C60_48,C60_48,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.652954723658,0.201774106168,0.730025574164,synthetic_reference_control_only_from_DATA02A
c60:C60_49,C60_49,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,0.979432085486,0.0,0.201774106168,synthetic_reference_control_only_from_DATA02A
c60:C60_50,C60_50,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.854728829825,0.326477361829,-0.403548212335,synthetic_reference_control_only_from_DATA02A
c60:C60_51,C60_51,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.854728829825,-0.326477361829,-0.403548212335,synthetic_reference_control_only_from_DATA02A
c60:C60_52,C60_52,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.652954723658,-0.201774106168,-0.730025574164,synthetic_reference_control_only_from_DATA02A
c60:C60_53,C60_53,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.652954723658,0.201774106168,-0.730025574164,synthetic_reference_control_only_from_DATA02A
c60:C60_54,C60_54,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.979432085486,0.0,-0.201774106168,synthetic_reference_control_only_from_DATA02A
c60:C60_55,C60_55,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.854728829825,0.326477361829,0.403548212335,synthetic_reference_control_only_from_DATA02A
c60:C60_56,C60_56,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.854728829825,-0.326477361829,0.403548212335,synthetic_reference_control_only_from_DATA02A
c60:C60_57,C60_57,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.652954723658,-0.201774106168,0.730025574164,synthetic_reference_control_only_from_DATA02A
c60:C60_58,C60_58,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.652954723658,0.201774106168,0.730025574164,synthetic_reference_control_only_from_DATA02A
c60:C60_59,C60_59,c60,C,sp2,0,unsaturated_fullerene_sp2,curved_fullerene_pi_network,curved_fullerene_sigma_cage,curved_fullerene_cage,-0.979432085486,0.0,0.201774106168,synthetic_reference_control_only_from_DATA02A
adamantane:Ada_00,Ada_00,adamantane,C,sp3,1,saturated,none,diamondoid_sigma_cage,saturated_sp3_diamondoid_cage,1.0,1.0,1.0,synthetic_reference_control_only
adamantane:Ada_01,Ada_01,adamantane,C,sp3,1,saturated,none,diamondoid_sigma_cage,saturated_sp3_diamondoid_cage,1.0,-1.0,-1.0,synthetic_reference_control_only
adamantane:Ada_02,Ada_02,adamantane,C,sp3,1,saturated,none,diamondoid_sigma_cage,saturated_sp3_diamondoid_cage,-1.0,1.0,-1.0,synthetic_reference_control_only
adamantane:Ada_03,Ada_03,adamantane,C,sp3,1,saturated,none,diamondoid_sigma_cage,saturated_sp3_diamondoid_cage,-1.0,-1.0,1.0,synthetic_reference_control_only
adamantane:Ada_04,Ada_04,adamantane,C,sp3,2,saturated,none,diamondoid_sigma_cage,saturated_sp3_diamondoid_cage,1.0,0.0,0.0,synthetic_reference_control_only
adamantane:Ada_05,Ada_05,adamantane,C,sp3,2,saturated,none,diamondoid_sigma_cage,saturated_sp3_diamondoid_cage,0.0,1.0,0.0,synthetic_reference_control_only
adamantane:Ada_06,Ada_06,adamantane,C,sp3,2,saturated,none,diamondoid_sigma_cage,saturated_sp3_diamondoid_cage,0.0,0.0,1.0,synthetic_reference_control_only
adamantane:Ada_07,Ada_07,adamantane,C,sp3,2,saturated,none,diamondoid_sigma_cage,saturated_sp3_diamondoid_cage,0.0,0.0,-1.0,synthetic_reference_control_only
adamantane:Ada_08,Ada_08,adamantane,C,sp3,2,saturated,none,diamondoid_sigma_cage,saturated_sp3_diamondoid_cage,0.0,-1.0,0.0,synthetic_reference_control_only
adamantane:Ada_09,Ada_09,adamantane,C,sp3,2,saturated,none,diamondoid_sigma_cage,saturated_sp3_diamondoid_cage,-1.0,0.0,0.0,synthetic_reference_control_only
