source,target,weight,edge_family,relation_type,source_family,target_family,evidence_tag,comment
ring_p_3,membrane_2_1,0.424768451347,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
ring_p_3,membrane_0_2,0.4624148305,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
ring_p_3,membrane_3_1,0.373480396919,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
ring_p_3,membrane_1_2,0.378948430525,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
ring_p_3,membrane_2_2,0.323890436786,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
ring_p_3,membrane_0_3,0.322085274416,cross_family,threshold_euclidean_similarity,RING,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_1_1_1,cavity_1_1_2,0.579990550266,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_1_1_1,cavity_1_2_1,0.439518149973,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_1_1_1,cavity_1_2_2,0.353778788667,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_1_1_2,cavity_1_2_1,0.638069209635,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_1_1_2,cavity_2_1_1,0.37384204639,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_1_1_2,cavity_2_1_2,0.313600115226,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_1_1_2,cavity_1_2_2,0.470162245244,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_1_2_1,cavity_2_1_1,0.474303386286,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_1_2_1,cavity_2_2_1,0.319998471137,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_1_2_1,cavity_2_1_2,0.381095542062,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_1_2_1,cavity_1_2_2,0.641079687086,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_2_1_1,cavity_2_2_1,0.492903258767,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_2_1_1,cavity_2_1_2,0.65761983954,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_2_1_1,cavity_1_2_2,0.645647838034,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_2_1_1,cavity_2_2_2,0.393689068384,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_2_2_1,cavity_2_1_2,0.662567597695,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_2_2_1,cavity_1_2_2,0.388937959744,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_2_2_1,cavity_2_2_2,0.661622468379,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_2_1_2,cavity_1_2_2,0.483872742303,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_2_1_2,cavity_2_2_2,0.494890373272,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
cavity_1_2_2,cavity_2_2_2,0.324592459445,intra_family,threshold_euclidean_similarity,CAVITY,CAVITY,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_0_1,membrane_1_1,0.559596252799,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_0_1,membrane_2_1,0.438317076589,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_0_1,membrane_0_2,0.400010612002,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_0_1,membrane_3_1,0.37024759319,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_0_1,membrane_1_2,0.336412320901,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_1_1,membrane_2_1,0.659869462167,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_1_1,membrane_0_2,0.548072168232,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_1_1,membrane_3_1,0.510433921989,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_1_1,membrane_1_2,0.438549859541,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_1_1,membrane_2_2,0.36649612803,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_1_1,membrane_0_3,0.333076319686,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_2_1,membrane_0_2,0.65793494307,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_2_1,membrane_3_1,0.690503972662,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_2_1,membrane_1_2,0.544529701293,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_2_1,membrane_2_2,0.443184318513,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_2_1,membrane_0_3,0.3863739631,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_0_2,membrane_3_1,0.630025777874,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_0_2,membrane_1_2,0.653727791508,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_0_2,membrane_2_2,0.496856966188,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_0_2,membrane_0_3,0.454017415702,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_3_1,membrane_1_2,0.646129574965,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_3_1,membrane_2_2,0.535966135776,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_3_1,membrane_0_3,0.439848107863,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_1_2,membrane_2_2,0.673764262641,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_1_2,membrane_0_3,0.569815948372,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
membrane_2_2,membrane_0_3,0.663602907996,intra_family,threshold_euclidean_similarity,MEMBRANE,MEMBRANE,bmc09d_threshold_tau_0.3,threshold local graph with tau=0.3
