run_id,candidate_id,value_series_status,deterministic_alias_check_status,r2_lag,r2_abs_lag,lookup_accuracy_pair_id,lookup_accuracy_index_order,residual_entropy
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0017,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0018,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0019,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0020,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0021,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0022,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0023,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0024,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0025,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0026,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0027,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0028,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0029,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0030,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0031,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0032,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0033,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0034,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0035,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0036,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0037,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0038,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0039,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0040,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0041,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0042,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0043,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0044,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0045,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0046,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0047,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0048,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0049,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0050,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0051,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0052,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0053,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0054,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0055,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0056,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0057,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0058,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0059,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0060,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0061,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0062,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0063,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0064,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0065,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0066,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0067,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0068,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0069,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0070,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0071,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0072,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0073,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0074,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0075,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0076,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0077,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0078,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0079,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0080,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0081,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0082,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0083,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0084,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0085,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0086,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0087,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0088,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0089,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0090,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0091,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0092,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0093,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0094,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0095,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0096,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0097,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0098,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0099,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0100,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0101,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0102,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0103,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0104,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0105,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0106,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0107,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0108,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0109,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0110,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0111,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0112,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0113,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0114,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0115,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0116,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0117,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0118,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0119,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0120,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0121,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0122,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0123,not_available,evidence_based_inventory_only,not_computed,not_computed,not_computed,not_computed,not_computed
