run_id,candidate_id,source_artifact_present,generation_rule_present,transformation_chain_complete,derived_from_lag_flag,derived_from_pair_id_flag,derived_from_index_flag,lineage_score,lineage_decision
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0018,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0019,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0020,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0021,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0022,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0023,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0024,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0025,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0026,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0027,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0028,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0029,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0030,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0031,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0032,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0033,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0034,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0035,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0036,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0037,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0038,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0039,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0040,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0041,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0042,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0043,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0044,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0045,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0046,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0047,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0048,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0049,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0050,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0051,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0052,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0053,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0054,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0055,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0056,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0057,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0058,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0059,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0060,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0061,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0062,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0063,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0064,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0065,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0066,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0067,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0068,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0069,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0070,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0071,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0072,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0073,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0074,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0075,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0076,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0077,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0078,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0079,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0080,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0081,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0082,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0083,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0084,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0085,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0086,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0087,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0088,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0089,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0090,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0091,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0092,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0093,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0094,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0095,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0096,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0097,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0098,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0099,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0100,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0101,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0102,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0103,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0104,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0105,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0106,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0107,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0108,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0109,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0110,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0111,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0112,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0113,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0114,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0115,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0116,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0117,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0118,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0119,true,unknown,unknown,unknown,unknown,unknown,1,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0120,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0121,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0122,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0123,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0124,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0125,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0126,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0127,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0128,true,unknown,false,unknown,unknown,unknown,0,lineage_incomplete_requires_repair
