run_id,sample_id,seed,scrambled_order,rank6_preserved,lag_structure_preserved,collapse_score,lag_structure_distance,antiparallelity_preserved
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,77,2027070879,"[5, 4, 6, 0, 2, 3, 1]",true,false,0.32245277353228863,3.833243437361963,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,78,2027070880,"[0, 3, 1, 5, 4, 6, 2]",true,false,0.29510658876247386,4.2406279733810157,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,79,2027070881,"[3, 1, 2, 4, 0, 6, 5]",true,false,0.32474404743245844,4.360121785373865,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,80,2027070882,"[4, 2, 3, 6, 5, 1, 0]",true,false,0.32161275246452448,4.2449711169007163,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,81,2027070883,"[5, 2, 1, 6, 3, 4, 0]",true,false,0.31508735780472252,4.2146728827342903,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,82,2027070884,"[5, 1, 4, 6, 0, 3, 2]",true,false,0.26975264926193049,4.1016083986676275,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,83,2027070885,"[3, 2, 5, 6, 4, 0, 1]",true,false,0.2665317874745573,4.2592233075133246,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,84,2027070886,"[4, 6, 1, 5, 2, 0, 3]",true,false,0.32349432627887048,4.4015705877074556,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,85,2027070887,"[6, 2, 0, 1, 3, 5, 4]",true,false,0.33983742212596041,4.5004994900679698,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,86,2027070888,"[4, 3, 1, 2, 5, 0, 6]",true,false,0.25130563694420188,4.3196666535058563,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,87,2027070889,"[1, 2, 0, 6, 5, 3, 4]",true,false,0.34861814970692062,4.5999465118690699,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,88,2027070890,"[1, 0, 4, 2, 3, 6, 5]",true,false,0.33269389777760566,3.6156245823522264,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,89,2027070891,"[4, 2, 0, 1, 6, 5, 3]",true,false,0.3054846021297174,4.4472968465455667,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,90,2027070892,"[4, 0, 5, 6, 3, 1, 2]",true,false,0.2558275982389327,4.1378260683988062,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,91,2027070893,"[6, 4, 0, 5, 1, 2, 3]",true,false,0.25906011572735188,4.3025109999506972,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,92,2027070894,"[3, 4, 5, 0, 1, 6, 2]",true,false,0.32286303936052851,4.3900002599610577,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,93,2027070895,"[1, 0, 6, 3, 2, 5, 4]",true,false,0.36943190514551771,3.4464250473877795,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,94,2027070896,"[6, 1, 5, 4, 2, 0, 3]",true,false,0.2667551997422915,4.1991503574244273,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,95,2027070897,"[1, 6, 0, 3, 5, 4, 2]",true,false,0.30100579844652914,4.1139237609404402,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,96,2027070898,"[1, 0, 2, 6, 3, 4, 5]",true,false,0.29988978742991329,4.2237119805913244,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,97,2027070899,"[6, 4, 2, 3, 0, 5, 1]",true,false,0.27476490507309859,4.1431705002345343,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,98,2027070900,"[5, 2, 6, 0, 1, 3, 4]",true,false,0.23406967580009211,4.9704073170888119,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,99,2027070901,"[3, 4, 1, 5, 6, 2, 0]",true,false,0.23694444800753819,4.0691897646947783,false
QSB-PLANCK-BRIDGE-RESONATOR-LAG-MECHANISM-EXECUTION-01,100,2027070902,"[5, 2, 4, 1, 3, 0, 6]",true,false,0.50290086114262111,4.9660726764617422,false
