trial_id,edge_count,component_count,component_sizes_sorted_desc,largest_component_size,triangle_count,connected_triple_count,closed_triple_count,open_wedge_count,global_closure_ratio,semantic_within_block_edge_count,semantic_cross_block_edge_count,all_edges_within_semantic_blocks,all_components_are_cliques,component_sizes_match_observed_pattern,complete_disjoint_clique_blocks_confirmed,matches_exact_semantic_block_edge_set,accepted_swaps
101,161,1,42,42,94,1260,282,978,0.22380952380952382,41,120,false,false,false,false,false,2802
102,161,1,42,42,105,1260,315,945,0.25,40,121,false,false,false,false,false,2850
103,161,1,42,42,83,1260,249,1011,0.1976190476190476,38,123,false,false,false,false,false,2839
104,161,1,42,42,83,1260,249,1011,0.1976190476190476,39,122,false,false,false,false,false,2887
105,161,1,42,42,94,1260,282,978,0.22380952380952382,52,109,false,false,false,false,false,2833
106,161,1,42,42,88,1260,264,996,0.20952380952380953,42,119,false,false,false,false,false,2838
107,161,1,42,42,85,1260,255,1005,0.20238095238095238,47,114,false,false,false,false,false,2837
108,161,1,42,42,95,1260,285,975,0.2261904761904762,43,118,false,false,false,false,false,2799
109,161,1,42,42,88,1260,264,996,0.20952380952380953,41,120,false,false,false,false,false,2887
110,161,1,42,42,92,1260,276,984,0.21904761904761905,50,111,false,false,false,false,false,2849
111,161,1,42,42,81,1260,243,1017,0.19285714285714287,43,118,false,false,false,false,false,2819
112,161,1,42,42,84,1260,252,1008,0.2,34,127,false,false,false,false,false,2850
113,161,1,42,42,77,1260,231,1029,0.18333333333333332,44,117,false,false,false,false,false,2847
114,161,1,42,42,89,1260,267,993,0.2119047619047619,38,123,false,false,false,false,false,2849
115,161,1,42,42,87,1260,261,999,0.20714285714285716,42,119,false,false,false,false,false,2805
116,161,1,42,42,80,1260,240,1020,0.19047619047619047,43,118,false,false,false,false,false,2915
117,161,1,42,42,84,1260,252,1008,0.2,52,109,false,false,false,false,false,2841
118,161,1,42,42,95,1260,285,975,0.2261904761904762,44,117,false,false,false,false,false,2874
119,161,1,42,42,84,1260,252,1008,0.2,36,125,false,false,false,false,false,2880
120,161,1,42,42,90,1260,270,990,0.21428571428571427,41,120,false,false,false,false,false,2850
121,161,1,42,42,86,1260,258,1002,0.20476190476190476,38,123,false,false,false,false,false,2864
122,161,1,42,42,88,1260,264,996,0.20952380952380953,44,117,false,false,false,false,false,2907
123,161,1,42,42,90,1260,270,990,0.21428571428571427,48,113,false,false,false,false,false,2864
124,161,1,42,42,95,1260,285,975,0.2261904761904762,42,119,false,false,false,false,false,2818
125,161,1,42,42,96,1260,288,972,0.22857142857142856,43,118,false,false,false,false,false,2866
126,161,1,42,42,73,1260,219,1041,0.1738095238095238,45,116,false,false,false,false,false,2772
127,161,1,42,42,92,1260,276,984,0.21904761904761905,44,117,false,false,false,false,false,2835
128,161,1,42,42,93,1260,279,981,0.22142857142857142,52,109,false,false,false,false,false,2865
129,161,1,42,42,87,1260,261,999,0.20714285714285716,42,119,false,false,false,false,false,2837
130,161,1,42,42,82,1260,246,1014,0.19523809523809524,43,118,false,false,false,false,false,2902
131,161,1,42,42,92,1260,276,984,0.21904761904761905,37,124,false,false,false,false,false,2862
132,161,1,42,42,77,1260,231,1029,0.18333333333333332,43,118,false,false,false,false,false,2842
133,161,1,42,42,88,1260,264,996,0.20952380952380953,43,118,false,false,false,false,false,2877
134,161,1,42,42,96,1260,288,972,0.22857142857142856,42,119,false,false,false,false,false,2835
135,161,1,42,42,92,1260,276,984,0.21904761904761905,45,116,false,false,false,false,false,2859
136,161,1,42,42,96,1260,288,972,0.22857142857142856,54,107,false,false,false,false,false,2823
137,161,1,42,42,86,1260,258,1002,0.20476190476190476,39,122,false,false,false,false,false,2882
138,161,1,42,42,85,1260,255,1005,0.20238095238095238,46,115,false,false,false,false,false,2837
139,161,1,42,42,80,1260,240,1020,0.19047619047619047,42,119,false,false,false,false,false,2782
140,161,1,42,42,80,1260,240,1020,0.19047619047619047,39,122,false,false,false,false,false,2821
141,161,1,42,42,78,1260,234,1026,0.18571428571428572,45,116,false,false,false,false,false,2859
142,161,1,42,42,89,1260,267,993,0.2119047619047619,38,123,false,false,false,false,false,2831
143,161,1,42,42,87,1260,261,999,0.20714285714285716,42,119,false,false,false,false,false,2880
144,161,1,42,42,87,1260,261,999,0.20714285714285716,44,117,false,false,false,false,false,2822
145,161,1,42,42,77,1260,231,1029,0.18333333333333332,36,125,false,false,false,false,false,2819
146,161,1,42,42,77,1260,231,1029,0.18333333333333332,39,122,false,false,false,false,false,2900
147,161,1,42,42,104,1260,312,948,0.24761904761904763,42,119,false,false,false,false,false,2832
148,161,1,42,42,78,1260,234,1026,0.18571428571428572,34,127,false,false,false,false,false,2822
149,161,1,42,42,97,1260,291,969,0.23095238095238096,46,115,false,false,false,false,false,2874
150,161,1,42,42,93,1260,279,981,0.22142857142857142,36,125,false,false,false,false,false,2864
151,161,1,42,42,77,1260,231,1029,0.18333333333333332,44,117,false,false,false,false,false,2914
152,161,1,42,42,92,1260,276,984,0.21904761904761905,42,119,false,false,false,false,false,2882
153,161,1,42,42,87,1260,261,999,0.20714285714285716,42,119,false,false,false,false,false,2818
154,161,1,42,42,92,1260,276,984,0.21904761904761905,50,111,false,false,false,false,false,2864
155,161,1,42,42,95,1260,285,975,0.2261904761904762,44,117,false,false,false,false,false,2859
156,161,1,42,42,91,1260,273,987,0.21666666666666667,40,121,false,false,false,false,false,2870
157,161,1,42,42,85,1260,255,1005,0.20238095238095238,45,116,false,false,false,false,false,2766
158,161,1,42,42,93,1260,279,981,0.22142857142857142,36,125,false,false,false,false,false,2831
159,161,1,42,42,85,1260,255,1005,0.20238095238095238,43,118,false,false,false,false,false,2819
160,161,1,42,42,97,1260,291,969,0.23095238095238096,46,115,false,false,false,false,false,2842
161,161,1,42,42,85,1260,255,1005,0.20238095238095238,41,120,false,false,false,false,false,2847
162,161,1,42,42,88,1260,264,996,0.20952380952380953,45,116,false,false,false,false,false,2883
163,161,1,42,42,84,1260,252,1008,0.2,41,120,false,false,false,false,false,2862
164,161,1,42,42,83,1260,249,1011,0.1976190476190476,40,121,false,false,false,false,false,2811
165,161,1,42,42,82,1260,246,1014,0.19523809523809524,53,108,false,false,false,false,false,2838
166,161,1,42,42,88,1260,264,996,0.20952380952380953,38,123,false,false,false,false,false,2847
167,161,1,42,42,89,1260,267,993,0.2119047619047619,37,124,false,false,false,false,false,2909
168,161,1,42,42,87,1260,261,999,0.20714285714285716,37,124,false,false,false,false,false,2898
169,161,1,42,42,93,1260,279,981,0.22142857142857142,44,117,false,false,false,false,false,2823
170,161,1,42,42,93,1260,279,981,0.22142857142857142,41,120,false,false,false,false,false,2846
171,161,1,42,42,101,1260,303,957,0.24047619047619048,39,122,false,false,false,false,false,2815
172,161,1,42,42,82,1260,246,1014,0.19523809523809524,43,118,false,false,false,false,false,2864
173,161,1,42,42,85,1260,255,1005,0.20238095238095238,32,129,false,false,false,false,false,2830
174,161,1,42,42,87,1260,261,999,0.20714285714285716,41,120,false,false,false,false,false,2848
175,161,1,42,42,91,1260,273,987,0.21666666666666667,39,122,false,false,false,false,false,2839
176,161,1,42,42,74,1260,222,1038,0.1761904761904762,47,114,false,false,false,false,false,2859
177,161,1,42,42,86,1260,258,1002,0.20476190476190476,51,110,false,false,false,false,false,2859
178,161,1,42,42,77,1260,231,1029,0.18333333333333332,40,121,false,false,false,false,false,2834
179,161,1,42,42,82,1260,246,1014,0.19523809523809524,42,119,false,false,false,false,false,2858
180,161,1,42,42,95,1260,285,975,0.2261904761904762,44,117,false,false,false,false,false,2913
181,161,1,42,42,81,1260,243,1017,0.19285714285714287,41,120,false,false,false,false,false,2870
182,161,1,42,42,99,1260,297,963,0.2357142857142857,41,120,false,false,false,false,false,2883
183,161,1,42,42,92,1260,276,984,0.21904761904761905,36,125,false,false,false,false,false,2886
184,161,1,42,42,78,1260,234,1026,0.18571428571428572,39,122,false,false,false,false,false,2756
185,161,1,42,42,84,1260,252,1008,0.2,43,118,false,false,false,false,false,2932
186,161,1,42,42,84,1260,252,1008,0.2,41,120,false,false,false,false,false,2873
187,161,1,42,42,98,1260,294,966,0.23333333333333334,45,116,false,false,false,false,false,2896
188,161,1,42,42,88,1260,264,996,0.20952380952380953,37,124,false,false,false,false,false,2878
189,161,1,42,42,81,1260,243,1017,0.19285714285714287,39,122,false,false,false,false,false,2780
190,161,1,42,42,90,1260,270,990,0.21428571428571427,42,119,false,false,false,false,false,2902
191,161,1,42,42,85,1260,255,1005,0.20238095238095238,44,117,false,false,false,false,false,2879
192,161,1,42,42,90,1260,270,990,0.21428571428571427,38,123,false,false,false,false,false,2846
193,161,1,42,42,81,1260,243,1017,0.19285714285714287,42,119,false,false,false,false,false,2836
194,161,1,42,42,84,1260,252,1008,0.2,33,128,false,false,false,false,false,2776
195,161,1,42,42,92,1260,276,984,0.21904761904761905,40,121,false,false,false,false,false,2874
196,161,1,42,42,92,1260,276,984,0.21904761904761905,43,118,false,false,false,false,false,2815
197,161,1,42,42,92,1260,276,984,0.21904761904761905,43,118,false,false,false,false,false,2930
198,161,1,42,42,83,1260,249,1011,0.1976190476190476,40,121,false,false,false,false,false,2900
199,161,1,42,42,97,1260,291,969,0.23095238095238096,40,121,false,false,false,false,false,2876
200,161,1,42,42,91,1260,273,987,0.21666666666666667,39,122,false,false,false,false,false,2863
201,161,1,42,42,93,1260,279,981,0.22142857142857142,42,119,false,false,false,false,false,2855
202,161,1,42,42,88,1260,264,996,0.20952380952380953,47,114,false,false,false,false,false,2864
203,161,1,42,42,81,1260,243,1017,0.19285714285714287,37,124,false,false,false,false,false,2801
204,161,1,42,42,85,1260,255,1005,0.20238095238095238,44,117,false,false,false,false,false,2846
205,161,1,42,42,82,1260,246,1014,0.19523809523809524,46,115,false,false,false,false,false,2835
206,161,1,42,42,83,1260,249,1011,0.1976190476190476,41,120,false,false,false,false,false,2882
207,161,1,42,42,80,1260,240,1020,0.19047619047619047,35,126,false,false,false,false,false,2819
208,161,1,42,42,98,1260,294,966,0.23333333333333334,43,118,false,false,false,false,false,2805
209,161,1,42,42,83,1260,249,1011,0.1976190476190476,48,113,false,false,false,false,false,2876
210,161,1,42,42,80,1260,240,1020,0.19047619047619047,48,113,false,false,false,false,false,2859
211,161,1,42,42,91,1260,273,987,0.21666666666666667,43,118,false,false,false,false,false,2850
212,161,1,42,42,87,1260,261,999,0.20714285714285716,36,125,false,false,false,false,false,2786
213,161,1,42,42,84,1260,252,1008,0.2,37,124,false,false,false,false,false,2839
214,161,1,42,42,97,1260,291,969,0.23095238095238096,47,114,false,false,false,false,false,2849
215,161,1,42,42,89,1260,267,993,0.2119047619047619,40,121,false,false,false,false,false,2856
216,161,1,42,42,85,1260,255,1005,0.20238095238095238,46,115,false,false,false,false,false,2912
217,161,1,42,42,87,1260,261,999,0.20714285714285716,36,125,false,false,false,false,false,2861
218,161,1,42,42,95,1260,285,975,0.2261904761904762,42,119,false,false,false,false,false,2806
219,161,1,42,42,93,1260,279,981,0.22142857142857142,43,118,false,false,false,false,false,2905
220,161,1,42,42,87,1260,261,999,0.20714285714285716,39,122,false,false,false,false,false,2846
221,161,1,42,42,83,1260,249,1011,0.1976190476190476,42,119,false,false,false,false,false,2835
222,161,1,42,42,83,1260,249,1011,0.1976190476190476,38,123,false,false,false,false,false,2817
223,161,1,42,42,90,1260,270,990,0.21428571428571427,42,119,false,false,false,false,false,2866
224,161,1,42,42,88,1260,264,996,0.20952380952380953,44,117,false,false,false,false,false,2906
225,161,1,42,42,92,1260,276,984,0.21904761904761905,43,118,false,false,false,false,false,2844
226,161,1,42,42,97,1260,291,969,0.23095238095238096,45,116,false,false,false,false,false,2871
227,161,1,42,42,87,1260,261,999,0.20714285714285716,51,110,false,false,false,false,false,2802
228,161,1,42,42,87,1260,261,999,0.20714285714285716,49,112,false,false,false,false,false,2873
229,161,1,42,42,73,1260,219,1041,0.1738095238095238,47,114,false,false,false,false,false,2908
230,161,1,42,42,92,1260,276,984,0.21904761904761905,41,120,false,false,false,false,false,2796
231,161,1,42,42,74,1260,222,1038,0.1761904761904762,37,124,false,false,false,false,false,2879
232,161,1,42,42,98,1260,294,966,0.23333333333333334,42,119,false,false,false,false,false,2859
233,161,1,42,42,91,1260,273,987,0.21666666666666667,41,120,false,false,false,false,false,2813
234,161,1,42,42,89,1260,267,993,0.2119047619047619,42,119,false,false,false,false,false,2814
235,161,1,42,42,82,1260,246,1014,0.19523809523809524,39,122,false,false,false,false,false,2832
236,161,1,42,42,82,1260,246,1014,0.19523809523809524,42,119,false,false,false,false,false,2821
237,161,1,42,42,85,1260,255,1005,0.20238095238095238,45,116,false,false,false,false,false,2864
238,161,1,42,42,103,1260,309,951,0.24523809523809523,43,118,false,false,false,false,false,2888
239,161,1,42,42,87,1260,261,999,0.20714285714285716,39,122,false,false,false,false,false,2885
240,161,1,42,42,89,1260,267,993,0.2119047619047619,50,111,false,false,false,false,false,2934
241,161,1,42,42,91,1260,273,987,0.21666666666666667,42,119,false,false,false,false,false,2820
242,161,1,42,42,82,1260,246,1014,0.19523809523809524,50,111,false,false,false,false,false,2850
243,161,1,42,42,91,1260,273,987,0.21666666666666667,44,117,false,false,false,false,false,2830
244,161,1,42,42,93,1260,279,981,0.22142857142857142,41,120,false,false,false,false,false,2859
245,161,1,42,42,92,1260,276,984,0.21904761904761905,41,120,false,false,false,false,false,2886
246,161,1,42,42,83,1260,249,1011,0.1976190476190476,39,122,false,false,false,false,false,2797
247,161,1,42,42,71,1260,213,1047,0.16904761904761906,43,118,false,false,false,false,false,2880
248,161,1,42,42,82,1260,246,1014,0.19523809523809524,41,120,false,false,false,false,false,2896
249,161,1,42,42,86,1260,258,1002,0.20476190476190476,37,124,false,false,false,false,false,2869
250,161,1,42,42,85,1260,255,1005,0.20238095238095238,44,117,false,false,false,false,false,2854
251,161,1,42,42,81,1260,243,1017,0.19285714285714287,35,126,false,false,false,false,false,2809
252,161,1,42,42,81,1260,243,1017,0.19285714285714287,37,124,false,false,false,false,false,2827
253,161,1,42,42,80,1260,240,1020,0.19047619047619047,48,113,false,false,false,false,false,2879
254,161,1,42,42,85,1260,255,1005,0.20238095238095238,41,120,false,false,false,false,false,2886
255,161,1,42,42,86,1260,258,1002,0.20476190476190476,46,115,false,false,false,false,false,2900
256,161,1,42,42,91,1260,273,987,0.21666666666666667,52,109,false,false,false,false,false,2847
257,161,1,42,42,87,1260,261,999,0.20714285714285716,41,120,false,false,false,false,false,2894
258,161,1,42,42,93,1260,279,981,0.22142857142857142,42,119,false,false,false,false,false,2836
259,161,1,42,42,86,1260,258,1002,0.20476190476190476,40,121,false,false,false,false,false,2825
260,161,1,42,42,79,1260,237,1023,0.1880952380952381,43,118,false,false,false,false,false,2855
261,161,1,42,42,88,1260,264,996,0.20952380952380953,38,123,false,false,false,false,false,2816
262,161,1,42,42,83,1260,249,1011,0.1976190476190476,48,113,false,false,false,false,false,2893
263,161,1,42,42,94,1260,282,978,0.22380952380952382,43,118,false,false,false,false,false,2859
264,161,1,42,42,83,1260,249,1011,0.1976190476190476,49,112,false,false,false,false,false,2821
265,161,1,42,42,83,1260,249,1011,0.1976190476190476,36,125,false,false,false,false,false,2872
266,161,1,42,42,98,1260,294,966,0.23333333333333334,49,112,false,false,false,false,false,2856
267,161,1,42,42,94,1260,282,978,0.22380952380952382,43,118,false,false,false,false,false,2781
268,161,1,42,42,82,1260,246,1014,0.19523809523809524,40,121,false,false,false,false,false,2813
269,161,1,42,42,84,1260,252,1008,0.2,43,118,false,false,false,false,false,2876
270,161,1,42,42,97,1260,291,969,0.23095238095238096,49,112,false,false,false,false,false,2837
271,161,1,42,42,82,1260,246,1014,0.19523809523809524,53,108,false,false,false,false,false,2880
272,161,1,42,42,83,1260,249,1011,0.1976190476190476,42,119,false,false,false,false,false,2866
273,161,1,42,42,95,1260,285,975,0.2261904761904762,46,115,false,false,false,false,false,2803
274,161,1,42,42,84,1260,252,1008,0.2,42,119,false,false,false,false,false,2871
275,161,1,42,42,74,1260,222,1038,0.1761904761904762,41,120,false,false,false,false,false,2841
276,161,1,42,42,84,1260,252,1008,0.2,38,123,false,false,false,false,false,2847
277,161,1,42,42,96,1260,288,972,0.22857142857142856,48,113,false,false,false,false,false,2809
278,161,1,42,42,90,1260,270,990,0.21428571428571427,38,123,false,false,false,false,false,2846
279,161,1,42,42,81,1260,243,1017,0.19285714285714287,36,125,false,false,false,false,false,2845
280,161,1,42,42,86,1260,258,1002,0.20476190476190476,41,120,false,false,false,false,false,2897
281,161,1,42,42,77,1260,231,1029,0.18333333333333332,45,116,false,false,false,false,false,2871
282,161,1,42,42,95,1260,285,975,0.2261904761904762,46,115,false,false,false,false,false,2861
283,161,1,42,42,87,1260,261,999,0.20714285714285716,40,121,false,false,false,false,false,2876
284,161,1,42,42,91,1260,273,987,0.21666666666666667,48,113,false,false,false,false,false,2790
285,161,1,42,42,78,1260,234,1026,0.18571428571428572,39,122,false,false,false,false,false,2756
286,161,1,42,42,84,1260,252,1008,0.2,46,115,false,false,false,false,false,2901
287,161,1,42,42,94,1260,282,978,0.22380952380952382,43,118,false,false,false,false,false,2883
288,161,1,42,42,93,1260,279,981,0.22142857142857142,38,123,false,false,false,false,false,2878
289,161,1,42,42,97,1260,291,969,0.23095238095238096,42,119,false,false,false,false,false,2855
290,161,1,42,42,82,1260,246,1014,0.19523809523809524,41,120,false,false,false,false,false,2829
291,161,1,42,42,81,1260,243,1017,0.19285714285714287,46,115,false,false,false,false,false,2923
292,161,1,42,42,84,1260,252,1008,0.2,42,119,false,false,false,false,false,2869
293,161,1,42,42,88,1260,264,996,0.20952380952380953,34,127,false,false,false,false,false,2898
294,161,1,42,42,79,1260,237,1023,0.1880952380952381,42,119,false,false,false,false,false,2881
295,161,1,42,42,85,1260,255,1005,0.20238095238095238,41,120,false,false,false,false,false,2872
296,161,1,42,42,84,1260,252,1008,0.2,46,115,false,false,false,false,false,2861
297,161,1,42,42,80,1260,240,1020,0.19047619047619047,46,115,false,false,false,false,false,2852
298,161,1,42,42,85,1260,255,1005,0.20238095238095238,39,122,false,false,false,false,false,2837
299,161,1,42,42,85,1260,255,1005,0.20238095238095238,37,124,false,false,false,false,false,2880
300,161,1,42,42,90,1260,270,990,0.21428571428571427,41,120,false,false,false,false,false,2749
301,161,1,42,42,81,1260,243,1017,0.19285714285714287,47,114,false,false,false,false,false,2851
