section,field_1,field_2,field_3,field_4,notes
sparc_rar_artifact_samples,unknown,other,.yaml,numerics/debroglie-phase-bridge/typ_b_analysis/configs/h3/h3_package_hierarchy_check_01.yaml,domain_guess=unknown; artifact_kind=other; suffix=.yaml; relative_path=numerics/debroglie-phase-bridge/typ_b_analysis/configs/h3/h3_package_hierarchy_check_01.yaml
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/08_existing_metadata_schema_compatibility.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/08_existing_metadata_schema_compatibility.csv
sparc_rar_artifact_samples,sparc_rar,sql_script,.sql,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/09_dwh_schema.sql,domain_guess=sparc_rar; artifact_kind=sql_script; suffix=.sql; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/09_dwh_schema.sql
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/10_dwh_table_inventory.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/10_dwh_table_inventory.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/11_dwh_row_counts.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/11_dwh_row_counts.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/12_source_file_registry.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/12_source_file_registry.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/13_artifact_registry.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/13_artifact_registry.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/14_staging_load_report.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/14_staging_load_report.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/15_canonical_load_report.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/15_canonical_load_report.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/16_metadata_field_registry.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/16_metadata_field_registry.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/17_metadata_unit_registry.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/17_metadata_unit_registry.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/18_metadata_alias_registry.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/18_metadata_alias_registry.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/19_metadata_lineage_registry.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/19_metadata_lineage_registry.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/20_metadata_validation_registry.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/20_metadata_validation_registry.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/21_metadata_claim_registry.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/21_metadata_claim_registry.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/22_dwh_view_inventory.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/22_dwh_view_inventory.csv
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/23_dwh_validation_report.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/23_dwh_validation_report.md
sparc_rar_artifact_samples,sparc_rar,sql_script,.sql,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/24_sample_dwh_queries.sql,domain_guess=sparc_rar; artifact_kind=sql_script; suffix=.sql; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/24_sample_dwh_queries.sql
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/25_sample_dwh_query_results.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/25_sample_dwh_query_results.csv
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/26_dwh_browser_readiness_note.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/26_dwh_browser_readiness_note.md
sparc_rar_artifact_samples,sparc_rar,sql_script,.sql,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/27_central_metadata_import_plan.sql,domain_guess=sparc_rar; artifact_kind=sql_script; suffix=.sql; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/27_central_metadata_import_plan.sql
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/28_claim_boundary_and_no_go.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/28_claim_boundary_and_no_go.md
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/29_next_run_recommendation.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/29_next_run_recommendation.md
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/30_dwh_etl_metadata_registration_review_note.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/30_dwh_etl_metadata_registration_review_note.md
sparc_rar_artifact_samples,sparc_rar,text_note,.txt,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/31_sqlite_integrity_check.txt,domain_guess=sparc_rar; artifact_kind=text_note; suffix=.txt; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/31_sqlite_integrity_check.txt
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/32_dwh_table_preview.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/32_dwh_table_preview.csv
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/33_dwh_search_examples.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/33_dwh_search_examples.md
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/34_metadata_browser_field_label_patch_plan.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/34_metadata_browser_field_label_patch_plan.md
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/35_next_codex_prompt_recommendation.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/35_next_codex_prompt_recommendation.md
sparc_rar_artifact_samples,sparc_rar,sqlite_db,.sqlite,runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/sparc_rar_dwh.sqlite,domain_guess=sparc_rar; artifact_kind=sqlite_db; suffix=.sqlite; relative_path=runs/QSB-SPARC-RAR-DWH-ETL-METADATA-REGISTRATION-01/sparc_rar_dwh.sqlite
sparc_rar_artifact_samples,sparc_rar,text_note,.txt,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/00_git_status_short_before.txt,domain_guess=sparc_rar; artifact_kind=text_note; suffix=.txt; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/00_git_status_short_before.txt
sparc_rar_artifact_samples,sparc_rar,text_note,.txt,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/01_git_log_oneline_before.txt,domain_guess=sparc_rar; artifact_kind=text_note; suffix=.txt; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/01_git_log_oneline_before.txt
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/02_baseline_rar_reproduction_scope.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/02_baseline_rar_reproduction_scope.md
sparc_rar_artifact_samples,sparc_rar,python_script,.py,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/03_baseline_rar_reproduction.py,domain_guess=sparc_rar; artifact_kind=python_script; suffix=.py; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/03_baseline_rar_reproduction.py
sparc_rar_artifact_samples,sparc_rar,summary_json,.json,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/04_baseline_rar_reproduction_summary.json,domain_guess=sparc_rar; artifact_kind=summary_json; suffix=.json; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/04_baseline_rar_reproduction_summary.json
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/05_input_artifact_inventory.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/05_input_artifact_inventory.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/06_checksum_revalidation.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/06_checksum_revalidation.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/07_parser_report.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/07_parser_report.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/08_rar_table_profile.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/08_rar_table_profile.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/09_rarbins_table_profile.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/09_rarbins_table_profile.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/10_massmodels_table_profile.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/10_massmodels_table_profile.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/11_sparc_sample_table_profile.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/11_sparc_sample_table_profile.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/12_column_mapping_used.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/12_column_mapping_used.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/13_unit_conversion_contract.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/13_unit_conversion_contract.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/14_direct_rar_dataset.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/14_direct_rar_dataset.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/15_massmodels_derived_baseline_quantities.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/15_massmodels_derived_baseline_quantities.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/16_baseline_consistency_diagnostics.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/16_baseline_consistency_diagnostics.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/17_baseline_fit_or_reference_diagnostics.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/17_baseline_fit_or_reference_diagnostics.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/18_baseline_reproduction_readout.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/18_baseline_reproduction_readout.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/19_baseline_blocker_report.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/19_baseline_blocker_report.csv
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/20_claim_boundary_and_no_go.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/20_claim_boundary_and_no_go.md
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/21_next_run_recommendation.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/21_next_run_recommendation.md
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/22_baseline_rar_reproduction_review_note.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/22_baseline_rar_reproduction_review_note.md
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/25_massmodels_vs_direct_rar_comparison.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/25_massmodels_vs_direct_rar_comparison.csv
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/26_parser_edge_cases.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/26_parser_edge_cases.md
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/27_next_codex_prompt_recommendation.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/27_next_codex_prompt_recommendation.md
sparc_rar_artifact_samples,sparc_rar,text_note,.txt,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/00_git_status_short_before.txt,domain_guess=sparc_rar; artifact_kind=text_note; suffix=.txt; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/00_git_status_short_before.txt
sparc_rar_artifact_samples,sparc_rar,text_note,.txt,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/01_git_log_oneline_before.txt,domain_guess=sparc_rar; artifact_kind=text_note; suffix=.txt; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/01_git_log_oneline_before.txt
sparc_rar_artifact_samples,sparc_rar,markdown_note,.md,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/02_sparc_rar_data_contract_scope.md,domain_guess=sparc_rar; artifact_kind=markdown_note; suffix=.md; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/02_sparc_rar_data_contract_scope.md
sparc_rar_artifact_samples,sparc_rar,python_script,.py,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/03_sparc_rar_data_contract.py,domain_guess=sparc_rar; artifact_kind=python_script; suffix=.py; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/03_sparc_rar_data_contract.py
sparc_rar_artifact_samples,sparc_rar,summary_json,.json,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/04_sparc_rar_data_contract_summary.json,domain_guess=sparc_rar; artifact_kind=summary_json; suffix=.json; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/04_sparc_rar_data_contract_summary.json
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/05_input_file_inventory.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/05_input_file_inventory.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/06_input_file_checksums.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/06_input_file_checksums.csv
sparc_rar_artifact_samples,sparc_rar,table_csv,.csv,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/07_text_table_profile.csv,domain_guess=sparc_rar; artifact_kind=table_csv; suffix=.csv; relative_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/07_text_table_profile.csv
