section,field_1,field_2,field_3,field_4,notes
unknown_path_samples,data/bms_fu02g4c_inspect_window_26181015_26182015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26181015_26182015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26182015_26183015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26182015_26183015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26183015_26184015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26183015_26184015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26184015_26185015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26184015_26185015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26185015_26186015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26185015_26186015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26186015_26187015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26186015_26187015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187015_26187115.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187015_26187115.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187015_26188015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187015_26188015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187115_26187125.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187115_26187125.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187115_26187215.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187115_26187215.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187125_26187135.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187125_26187135.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187135_26187145.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187135_26187145.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187145_26187155.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187145_26187155.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187155_26187165.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187155_26187165.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187165_26187175.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187165_26187175.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187175_26187176.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187175_26187176.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187175_26187185.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187175_26187185.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187176_26187177.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187176_26187177.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187177_26187178.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187177_26187178.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187178_26187179.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187178_26187179.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187179_26187180.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187179_26187180.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187180_26187181.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187180_26187181.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187181_26187182.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187181_26187182.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187182_26187183.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187182_26187183.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187183_26187184.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187183_26187184.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187184_26187185.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187184_26187185.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187185_26187195.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187185_26187195.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187195_26187205.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187195_26187205.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187205_26187215.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187205_26187215.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187215_26187315.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187215_26187315.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187315_26187415.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187315_26187415.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187415_26187515.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187415_26187515.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187515_26187615.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187515_26187615.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187615_26187715.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187615_26187715.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187715_26187815.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187715_26187815.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187815_26187915.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187815_26187915.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26187915_26188015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26187915_26188015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26188015_26189015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26188015_26189015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26189015_26199015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26189015_26199015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26199015_26209015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26199015_26209015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26209015_26219015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26209015_26219015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26219015_26229015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26219015_26229015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26229015_26239015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26229015_26239015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26239015_26249015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26239015_26249015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26249015_26259015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26249015_26259015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26259015_26269015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26259015_26269015.yaml
unknown_path_samples,data/bms_fu02g4c_inspect_window_26269015_26279015.yaml,,,,relative_path=data/bms_fu02g4c_inspect_window_26269015_26279015.yaml
unknown_path_samples,data/bms_fu02g4c_orbit_reduced_resumable_config.yaml,,,,relative_path=data/bms_fu02g4c_orbit_reduced_resumable_config.yaml
unknown_path_samples,data/bms_fu02g4_symmetry_orbit_inspection_config.yaml,,,,relative_path=data/bms_fu02g4_symmetry_orbit_inspection_config.yaml
unknown_path_samples,data/bms_fu02g5b_first500_enumeration_smoke_config.yaml,,,,relative_path=data/bms_fu02g5b_first500_enumeration_smoke_config.yaml
unknown_path_samples,data/bms_fu02g5b_window_around_exact_patch_config.yaml,,,,relative_path=data/bms_fu02g5b_window_around_exact_patch_config.yaml
unknown_path_samples,data/bms_fu02g5d_automorphy_only_role_transport_config.yaml,,,,relative_path=data/bms_fu02g5d_automorphy_only_role_transport_config.yaml
unknown_path_samples,data/bms_fu02g5e1_near_match_localization_config.yaml,,,,relative_path=data/bms_fu02g5e1_near_match_localization_config.yaml
unknown_path_samples,data/bms_fu02g5e2_near_match_decoy_classification_config.yaml,,,,relative_path=data/bms_fu02g5e2_near_match_decoy_classification_config.yaml
unknown_path_samples,data/bms_fu02g5f_raw_order_replay_certification_config.yaml,,,,relative_path=data/bms_fu02g5f_raw_order_replay_certification_config.yaml
unknown_path_samples,data/bms_fu02g5g2_narrow_per_index_replay_photo_certification_config.yaml,,,,relative_path=data/bms_fu02g5g2_narrow_per_index_replay_photo_certification_config.yaml
unknown_path_samples,data/bms_fu02g5g_fu02g4c_raw_order_replay_certification_config.yaml,,,,relative_path=data/bms_fu02g5g_fu02g4c_raw_order_replay_certification_config.yaml
unknown_path_samples,data/bms_fu02g5_role_assignment_sensitivity_config.yaml,,,,relative_path=data/bms_fu02g5_role_assignment_sensitivity_config.yaml
unknown_path_samples,data/bms_fu02g_c60_reference_cells.csv,,,,relative_path=data/bms_fu02g_c60_reference_cells.csv
unknown_path_samples,data/bms_fu02g_c60_reference_edges.csv,,,,relative_path=data/bms_fu02g_c60_reference_edges.csv
unknown_path_samples,data/bms_fu02g_c60_reference_manifest.json,,,,relative_path=data/bms_fu02g_c60_reference_manifest.json
unknown_path_samples,data/bms_fu02g_c60_reference_nodes.csv,,,,relative_path=data/bms_fu02g_c60_reference_nodes.csv
unknown_path_samples,data/bms_fu02g_graphene_patch_cells.csv,,,,relative_path=data/bms_fu02g_graphene_patch_cells.csv
unknown_path_samples,data/bms_fu02g_graphene_patch_edges.csv,,,,relative_path=data/bms_fu02g_graphene_patch_edges.csv
unknown_path_samples,data/bms_fu02g_graphene_patch_manifest.json,,,,relative_path=data/bms_fu02g_graphene_patch_manifest.json
unknown_path_samples,data/bms_fu02g_graphene_patch_nodes.csv,,,,relative_path=data/bms_fu02g_graphene_patch_nodes.csv
unknown_path_samples,data/bms_fu02g_nanotube_armchair_cells.csv,,,,relative_path=data/bms_fu02g_nanotube_armchair_cells.csv
unknown_path_samples,data/bms_fu02g_nanotube_armchair_edges.csv,,,,relative_path=data/bms_fu02g_nanotube_armchair_edges.csv
unknown_path_samples,data/bms_fu02g_nanotube_armchair_manifest.json,,,,relative_path=data/bms_fu02g_nanotube_armchair_manifest.json
unknown_path_samples,data/bms_fu02g_nanotube_armchair_nodes.csv,,,,relative_path=data/bms_fu02g_nanotube_armchair_nodes.csv
unknown_path_samples,data/bms_fu02g_nanotube_zigzag_cells.csv,,,,relative_path=data/bms_fu02g_nanotube_zigzag_cells.csv
unknown_path_samples,data/bms_fu02g_nanotube_zigzag_edges.csv,,,,relative_path=data/bms_fu02g_nanotube_zigzag_edges.csv
unknown_path_samples,data/bms_fu02g_nanotube_zigzag_manifest.json,,,,relative_path=data/bms_fu02g_nanotube_zigzag_manifest.json
unknown_path_samples,data/bms_fu02g_nanotube_zigzag_nodes.csv,,,,relative_path=data/bms_fu02g_nanotube_zigzag_nodes.csv
unknown_path_samples,data/bms_fu02g_structure_inventory_config_resolved.yaml,,,,relative_path=data/bms_fu02g_structure_inventory_config_resolved.yaml
unknown_path_samples,data/bms_fu02g_structure_inventory.csv,,,,relative_path=data/bms_fu02g_structure_inventory.csv
unknown_path_samples,data/bms_fu02g_structure_inventory_manifest.json,,,,relative_path=data/bms_fu02g_structure_inventory_manifest.json
unknown_path_samples,data/bms_fu02g_structure_inventory_warnings.json,,,,relative_path=data/bms_fu02g_structure_inventory_warnings.json
unknown_path_samples,data/bms_fu02_load_bearing_pattern_config.yaml,,,,relative_path=data/bms_fu02_load_bearing_pattern_config.yaml
unknown_path_samples,data/bms_is01b_family_balanced_config.yaml,,,,relative_path=data/bms_is01b_family_balanced_config.yaml
unknown_path_samples,data/bms_is01_isotope_structure_config.yaml,,,,relative_path=data/bms_is01_isotope_structure_config.yaml
unknown_path_samples,data/bms_st01_structure_information_config.yaml,,,,relative_path=data/bms_st01_structure_information_config.yaml
unknown_path_samples,data/fu02g4c_stage3_execution_config.json,,,,relative_path=data/fu02g4c_stage3_execution_config.json
unknown_path_samples,data/OUTREACH01A-06/public_profile_links.json,,,,relative_path=data/OUTREACH01A-06/public_profile_links.json
unknown_path_samples,data/OUTREACH01A-06/source_inventory.md,,,,relative_path=data/OUTREACH01A-06/source_inventory.md
unknown_path_samples,data/OUTREACH01A-DTC-DEMO01/compact_contact_table_en.md,,,,relative_path=data/OUTREACH01A-DTC-DEMO01/compact_contact_table_en.md
unknown_path_samples,data/OUTREACH01A-DTC-DEMO01/compact_contact_table_es.md,,,,relative_path=data/OUTREACH01A-DTC-DEMO01/compact_contact_table_es.md
unknown_path_samples,data/OUTREACH01A-DTC-DEMO01/contact_figure_content_spec.md,,,,relative_path=data/OUTREACH01A-DTC-DEMO01/contact_figure_content_spec.md
unknown_path_samples,data/OUTREACH01A-DTC-DEMO01/dtc_state_identity_records.json,,,,relative_path=data/OUTREACH01A-DTC-DEMO01/dtc_state_identity_records.json
unknown_path_samples,data/OUTREACH01A-DTC-DEMO01/dtc_state_identity_schema.json,,,,relative_path=data/OUTREACH01A-DTC-DEMO01/dtc_state_identity_schema.json
unknown_path_samples,data/OUTREACH01A-DTC-DEMO01/field_aliases_de.json,,,,relative_path=data/OUTREACH01A-DTC-DEMO01/field_aliases_de.json
unknown_path_samples,data/OUTREACH01A-DTC-DEMO01/field_aliases_en.json,,,,relative_path=data/OUTREACH01A-DTC-DEMO01/field_aliases_en.json
unknown_path_samples,data/OUTREACH01A-DTC-DEMO01/field_aliases_es.json,,,,relative_path=data/OUTREACH01A-DTC-DEMO01/field_aliases_es.json
unknown_path_samples,data/OUTREACH01A-DTC-DEMO01/FIELD_LIST.md,,,,relative_path=data/OUTREACH01A-DTC-DEMO01/FIELD_LIST.md
unknown_path_samples,data/QSB-BRIDGE-DATA-01/candidate_source_registry.csv,,,,relative_path=data/QSB-BRIDGE-DATA-01/candidate_source_registry.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-01/preflight_config.json,,,,relative_path=data/QSB-BRIDGE-DATA-01/preflight_config.json
unknown_path_samples,data/QSB-BRIDGE-DATA-01/README.md,,,,relative_path=data/QSB-BRIDGE-DATA-01/README.md
unknown_path_samples,data/QSB-BRIDGE-DATA-02A/benzene_edges.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02A/benzene_edges.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02A/benzene_nodes.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02A/benzene_nodes.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02A/c60_edges.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02A/c60_edges.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02A/c60_faces.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02A/c60_faces.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02A/c60_nodes.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02A/c60_nodes.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02A/README.md,,,,relative_path=data/QSB-BRIDGE-DATA-02A/README.md
unknown_path_samples,data/QSB-BRIDGE-DATA-02A/sp2_contrast_config.json,,,,relative_path=data/QSB-BRIDGE-DATA-02A/sp2_contrast_config.json
unknown_path_samples,data/QSB-BRIDGE-DATA-02A/sp2_contrast_manifest.json,,,,relative_path=data/QSB-BRIDGE-DATA-02A/sp2_contrast_manifest.json
unknown_path_samples,data/QSB-BRIDGE-DATA-02B/adamantane_edges.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02B/adamantane_edges.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02B/adamantane_nodes.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02B/adamantane_nodes.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_config.json,,,,relative_path=data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_config.json
unknown_path_samples,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_manifest.json,,,,relative_path=data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_manifest.json
unknown_path_samples,data/QSB-BRIDGE-DATA-02B/carbon_ladder_edges.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02B/carbon_ladder_edges.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02B/carbon_ladder_nodes.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02B/carbon_ladder_nodes.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02B/ethyne_edges.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02B/ethyne_edges.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02B/ethyne_nodes.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02B/ethyne_nodes.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02B/README.md,,,,relative_path=data/QSB-BRIDGE-DATA-02B/README.md
unknown_path_samples,data/QSB-BRIDGE-DATA-02C/control_edges.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02C/control_edges.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02C/control_ensemble_config.json,,,,relative_path=data/QSB-BRIDGE-DATA-02C/control_ensemble_config.json
unknown_path_samples,data/QSB-BRIDGE-DATA-02C/control_ensemble_manifest.json,,,,relative_path=data/QSB-BRIDGE-DATA-02C/control_ensemble_manifest.json
unknown_path_samples,data/QSB-BRIDGE-DATA-02C/control_family_summary.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02C/control_family_summary.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02C/control_nodes.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02C/control_nodes.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02C/control_validation_summary.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02C/control_validation_summary.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02C/README.md,,,,relative_path=data/QSB-BRIDGE-DATA-02C/README.md
unknown_path_samples,data/QSB-BRIDGE-DATA-02D/control_diagnostic_summary.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02D/control_diagnostic_summary.csv
unknown_path_samples,data/QSB-BRIDGE-DATA-02D/diagnostic_component_weights.csv,,,,relative_path=data/QSB-BRIDGE-DATA-02D/diagnostic_component_weights.csv
