section,field_1,field_2,field_3,field_4,notes
meta_field_samples,source_artifact_id,identifier,[dimensionless],Quellartefakt-ID,canonical_name=source_artifact_id; quantity_kind=identifier; dimension_vector=[dimensionless]; display_label_de=Quellartefakt-ID; validation_status=registered; claim_boundary=metadata_registration
meta_field_samples,source_file_id,identifier,[dimensionless],Quelldatei-ID,canonical_name=source_file_id; quantity_kind=identifier; dimension_vector=[dimensionless]; display_label_de=Quelldatei-ID; validation_status=registered; claim_boundary=metadata_registration
meta_field_samples,source_sha256,checksum,[dimensionless],Quellen-SHA256,canonical_name=source_sha256; quantity_kind=checksum; dimension_vector=[dimensionless]; display_label_de=Quellen-SHA256; validation_status=registered; claim_boundary=metadata_registration
meta_field_samples,unit_calculation,unit,[dimensionless],Berechnungseinheit,canonical_name=unit_calculation; quantity_kind=unit; dimension_vector=[dimensionless]; display_label_de=Berechnungseinheit; validation_status=registered; claim_boundary=metadata_registration
meta_field_samples,unit_display,unit,[dimensionless],Anzeigeeinheit,canonical_name=unit_display; quantity_kind=unit; dimension_vector=[dimensionless]; display_label_de=Anzeigeeinheit; validation_status=registered; claim_boundary=metadata_registration
meta_field_samples,unit_original,unit,[dimensionless],Originaleinheit,canonical_name=unit_original; quantity_kind=unit; dimension_vector=[dimensionless]; display_label_de=Originaleinheit; validation_status=registered; claim_boundary=metadata_registration
meta_field_samples,validation_status,validation,[dimensionless],Validierungsstatus,canonical_name=validation_status; quantity_kind=validation; dimension_vector=[dimensionless]; display_label_de=Validierungsstatus; validation_status=registered; claim_boundary=metadata_registration
meta_field_samples,vbul_km_s,velocity,[L T^-1],Bulge-Geschwindigkeitsbeitrag,canonical_name=vbul_km_s; quantity_kind=velocity; dimension_vector=[L T^-1]; display_label_de=Bulge-Geschwindigkeitsbeitrag; validation_status=registered; claim_boundary=metadata_registration
meta_field_samples,vdisk_km_s,velocity,[L T^-1],Scheiben-Geschwindigkeitsbeitrag,canonical_name=vdisk_km_s; quantity_kind=velocity; dimension_vector=[L T^-1]; display_label_de=Scheiben-Geschwindigkeitsbeitrag; validation_status=registered; claim_boundary=metadata_registration
meta_field_samples,vgas_km_s,velocity,[L T^-1],Gas-Geschwindigkeitsbeitrag,canonical_name=vgas_km_s; quantity_kind=velocity; dimension_vector=[L T^-1]; display_label_de=Gas-Geschwindigkeitsbeitrag; validation_status=registered; claim_boundary=metadata_registration
meta_field_samples,vobs_error_km_s,velocity_uncertainty,[L T^-1],Unsicherheit der beobachteten Rotationsgeschwindigkeit,canonical_name=vobs_error_km_s; quantity_kind=velocity_uncertainty; dimension_vector=[L T^-1]; display_label_de=Unsicherheit der beobachteten Rotationsgeschwindigkeit; validation_status=registered; claim_boundary=metadata_registration
meta_field_samples,vobs_km_s,velocity,[L T^-1],beobachtete Rotationsgeschwindigkeit,canonical_name=vobs_km_s; quantity_kind=velocity; dimension_vector=[L T^-1]; display_label_de=beobachtete Rotationsgeschwindigkeit; validation_status=registered; claim_boundary=metadata_registration
meta_alias_samples,claim_boundary,Claim-Grenze,de,registered,canonical_name=claim_boundary; display_label_de=Claim-Grenze; language=de; alias_status=registered
meta_alias_samples,claim_boundary,Claim-Grenze,de,registered,canonical_name=claim_boundary; display_label_de=Claim-Grenze; language=de; alias_status=registered
meta_alias_samples,conversion_rule_id,Umrechnungsregel-ID,de,registered,canonical_name=conversion_rule_id; display_label_de=Umrechnungsregel-ID; language=de; alias_status=registered
meta_alias_samples,conversion_rule_id,Umrechnungsregel-ID,de,registered,canonical_name=conversion_rule_id; display_label_de=Umrechnungsregel-ID; language=de; alias_status=registered
meta_alias_samples,dataset_id,Datensatz-ID,de,registered,canonical_name=dataset_id; display_label_de=Datensatz-ID; language=de; alias_status=registered
meta_alias_samples,dataset_id,Datensatz-ID,de,registered,canonical_name=dataset_id; display_label_de=Datensatz-ID; language=de; alias_status=registered
meta_alias_samples,dimension_vector,Dimensionsvektor,de,registered,canonical_name=dimension_vector; display_label_de=Dimensionsvektor; language=de; alias_status=registered
meta_alias_samples,dimension_vector,Dimensionsvektor,de,registered,canonical_name=dimension_vector; display_label_de=Dimensionsvektor; language=de; alias_status=registered
meta_alias_samples,distance_mpc,Entfernung (Mpc),de,registered,canonical_name=distance_mpc; display_label_de=Entfernung (Mpc); language=de; alias_status=registered
meta_alias_samples,distance_mpc,Entfernung (Mpc),de,registered,canonical_name=distance_mpc; display_label_de=Entfernung (Mpc); language=de; alias_status=registered
meta_alias_samples,galaxy_id,Galaxien-ID,de,registered,canonical_name=galaxy_id; display_label_de=Galaxien-ID; language=de; alias_status=registered
meta_alias_samples,galaxy_id,Galaxien-ID,de,registered,canonical_name=galaxy_id; display_label_de=Galaxien-ID; language=de; alias_status=registered
meta_alias_samples,gbar_m_s2,baryonische Beschleunigung,de,registered,canonical_name=gbar_m_s2; display_label_de=baryonische Beschleunigung; language=de; alias_status=registered
meta_alias_samples,gbar_m_s2,baryonische Beschleunigung,de,registered,canonical_name=gbar_m_s2; display_label_de=baryonische Beschleunigung; language=de; alias_status=registered
meta_alias_samples,gobs_m_s2,beobachtete Beschleunigung,de,registered,canonical_name=gobs_m_s2; display_label_de=beobachtete Beschleunigung; language=de; alias_status=registered
meta_alias_samples,gobs_m_s2,beobachtete Beschleunigung,de,registered,canonical_name=gobs_m_s2; display_label_de=beobachtete Beschleunigung; language=de; alias_status=registered
meta_alias_samples,lineage_hash,Lineage-Hash,de,registered,canonical_name=lineage_hash; display_label_de=Lineage-Hash; language=de; alias_status=registered
meta_alias_samples,lineage_hash,Lineage-Hash,de,registered,canonical_name=lineage_hash; display_label_de=Lineage-Hash; language=de; alias_status=registered
meta_alias_samples,log_gbar,Log baryonische Beschleunigung,de,registered,canonical_name=log_gbar; display_label_de=Log baryonische Beschleunigung; language=de; alias_status=registered
meta_alias_samples,log_gbar,Log baryonische Beschleunigung,de,registered,canonical_name=log_gbar; display_label_de=Log baryonische Beschleunigung; language=de; alias_status=registered
meta_alias_samples,log_gobs,Log beobachtete Beschleunigung,de,registered,canonical_name=log_gobs; display_label_de=Log beobachtete Beschleunigung; language=de; alias_status=registered
meta_alias_samples,log_gobs,Log beobachtete Beschleunigung,de,registered,canonical_name=log_gobs; display_label_de=Log beobachtete Beschleunigung; language=de; alias_status=registered
meta_alias_samples,massmodel_point_id,MassModel-Punkt-ID,de,registered,canonical_name=massmodel_point_id; display_label_de=MassModel-Punkt-ID; language=de; alias_status=registered
meta_alias_samples,massmodel_point_id,MassModel-Punkt-ID,de,registered,canonical_name=massmodel_point_id; display_label_de=MassModel-Punkt-ID; language=de; alias_status=registered
meta_alias_samples,quantity_kind,Größenart,de,registered,canonical_name=quantity_kind; display_label_de=Größenart; language=de; alias_status=registered
meta_alias_samples,radius_kpc,Radius (kpc),de,registered,canonical_name=radius_kpc; display_label_de=Radius (kpc); language=de; alias_status=registered
meta_alias_samples,radius_kpc,Radius (kpc),de,registered,canonical_name=radius_kpc; display_label_de=Radius (kpc); language=de; alias_status=registered
meta_alias_samples,rar_point_id,RAR-Punkt-ID,de,registered,canonical_name=rar_point_id; display_label_de=RAR-Punkt-ID; language=de; alias_status=registered
meta_alias_samples,rar_point_id,RAR-Punkt-ID,de,registered,canonical_name=rar_point_id; display_label_de=RAR-Punkt-ID; language=de; alias_status=registered
meta_alias_samples,run_id,Lauf-ID,de,registered,canonical_name=run_id; display_label_de=Lauf-ID; language=de; alias_status=registered
meta_alias_samples,run_id,Lauf-ID,de,registered,canonical_name=run_id; display_label_de=Lauf-ID; language=de; alias_status=registered
meta_alias_samples,sbbul_solLum_pc2,Bulge-Oberflächenhelligkeit,de,registered,canonical_name=sbbul_solLum_pc2; display_label_de=Bulge-Oberflächenhelligkeit; language=de; alias_status=registered
meta_alias_samples,sbbul_solLum_pc2,Bulge-Oberflächenhelligkeit,de,registered,canonical_name=sbbul_solLum_pc2; display_label_de=Bulge-Oberflächenhelligkeit; language=de; alias_status=registered
meta_alias_samples,sbdisk_solLum_pc2,Scheiben-Oberflächenhelligkeit,de,registered,canonical_name=sbdisk_solLum_pc2; display_label_de=Scheiben-Oberflächenhelligkeit; language=de; alias_status=registered
meta_alias_samples,sbdisk_solLum_pc2,Scheiben-Oberflächenhelligkeit,de,registered,canonical_name=sbdisk_solLum_pc2; display_label_de=Scheiben-Oberflächenhelligkeit; language=de; alias_status=registered
meta_alias_samples,source_artifact_id,Quellartefakt-ID,de,registered,canonical_name=source_artifact_id; display_label_de=Quellartefakt-ID; language=de; alias_status=registered
meta_alias_samples,source_artifact_id,Quellartefakt-ID,de,registered,canonical_name=source_artifact_id; display_label_de=Quellartefakt-ID; language=de; alias_status=registered
meta_alias_samples,source_file_id,Quelldatei-ID,de,registered,canonical_name=source_file_id; display_label_de=Quelldatei-ID; language=de; alias_status=registered
meta_alias_samples,source_file_id,Quelldatei-ID,de,registered,canonical_name=source_file_id; display_label_de=Quelldatei-ID; language=de; alias_status=registered
meta_alias_samples,source_sha256,Quellen-SHA256,de,registered,canonical_name=source_sha256; display_label_de=Quellen-SHA256; language=de; alias_status=registered
meta_alias_samples,source_sha256,Quellen-SHA256,de,registered,canonical_name=source_sha256; display_label_de=Quellen-SHA256; language=de; alias_status=registered
meta_alias_samples,unit_calculation,Berechnungseinheit,de,registered,canonical_name=unit_calculation; display_label_de=Berechnungseinheit; language=de; alias_status=registered
meta_alias_samples,unit_calculation,Berechnungseinheit,de,registered,canonical_name=unit_calculation; display_label_de=Berechnungseinheit; language=de; alias_status=registered
meta_alias_samples,unit_display,Anzeigeeinheit,de,registered,canonical_name=unit_display; display_label_de=Anzeigeeinheit; language=de; alias_status=registered
meta_alias_samples,unit_display,Anzeigeeinheit,de,registered,canonical_name=unit_display; display_label_de=Anzeigeeinheit; language=de; alias_status=registered
meta_alias_samples,unit_original,Originaleinheit,de,registered,canonical_name=unit_original; display_label_de=Originaleinheit; language=de; alias_status=registered
meta_alias_samples,unit_original,Originaleinheit,de,registered,canonical_name=unit_original; display_label_de=Originaleinheit; language=de; alias_status=registered
meta_alias_samples,validation_status,Validierungsstatus,de,registered,canonical_name=validation_status; display_label_de=Validierungsstatus; language=de; alias_status=registered
meta_alias_samples,validation_status,Validierungsstatus,de,registered,canonical_name=validation_status; display_label_de=Validierungsstatus; language=de; alias_status=registered
meta_alias_samples,value_calculation,Berechnungswert,de,registered,canonical_name=value_calculation; display_label_de=Berechnungswert; language=de; alias_status=registered
meta_alias_samples,value_display,Anzeigewert,de,registered,canonical_name=value_display; display_label_de=Anzeigewert; language=de; alias_status=registered
meta_alias_samples,value_original,Originalwert,de,registered,canonical_name=value_original; display_label_de=Originalwert; language=de; alias_status=registered
meta_alias_samples,vbul_km_s,Bulge-Geschwindigkeitsbeitrag,de,registered,canonical_name=vbul_km_s; display_label_de=Bulge-Geschwindigkeitsbeitrag; language=de; alias_status=registered
meta_alias_samples,vbul_km_s,Bulge-Geschwindigkeitsbeitrag,de,registered,canonical_name=vbul_km_s; display_label_de=Bulge-Geschwindigkeitsbeitrag; language=de; alias_status=registered
meta_alias_samples,vdisk_km_s,Scheiben-Geschwindigkeitsbeitrag,de,registered,canonical_name=vdisk_km_s; display_label_de=Scheiben-Geschwindigkeitsbeitrag; language=de; alias_status=registered
meta_alias_samples,vdisk_km_s,Scheiben-Geschwindigkeitsbeitrag,de,registered,canonical_name=vdisk_km_s; display_label_de=Scheiben-Geschwindigkeitsbeitrag; language=de; alias_status=registered
meta_alias_samples,vgas_km_s,Gas-Geschwindigkeitsbeitrag,de,registered,canonical_name=vgas_km_s; display_label_de=Gas-Geschwindigkeitsbeitrag; language=de; alias_status=registered
meta_alias_samples,vgas_km_s,Gas-Geschwindigkeitsbeitrag,de,registered,canonical_name=vgas_km_s; display_label_de=Gas-Geschwindigkeitsbeitrag; language=de; alias_status=registered
meta_alias_samples,vobs_error_km_s,Unsicherheit der beobachteten Rotationsgeschwindigkeit,de,registered,canonical_name=vobs_error_km_s; display_label_de=Unsicherheit der beobachteten Rotationsgeschwindigkeit; language=de; alias_status=registered
meta_alias_samples,vobs_error_km_s,Unsicherheit der beobachteten Rotationsgeschwindigkeit,de,registered,canonical_name=vobs_error_km_s; display_label_de=Unsicherheit der beobachteten Rotationsgeschwindigkeit; language=de; alias_status=registered
meta_alias_samples,vobs_km_s,beobachtete Rotationsgeschwindigkeit,de,registered,canonical_name=vobs_km_s; display_label_de=beobachtete Rotationsgeschwindigkeit; language=de; alias_status=registered
meta_alias_samples,vobs_km_s,beobachtete Rotationsgeschwindigkeit,de,registered,canonical_name=vobs_km_s; display_label_de=beobachtete Rotationsgeschwindigkeit; language=de; alias_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/04_baseline_rar_reproduction_summary.json,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/04_baseline_rar_reproduction_summary.json; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/12_column_mapping_used.csv,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/12_column_mapping_used.csv; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/13_unit_conversion_contract.csv,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/13_unit_conversion_contract.csv; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/14_direct_rar_dataset.csv,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/14_direct_rar_dataset.csv; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/15_massmodels_derived_baseline_quantities.csv,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/15_massmodels_derived_baseline_quantities.csv; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/18_baseline_reproduction_readout.csv,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/18_baseline_reproduction_readout.csv; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/25_massmodels_vs_direct_rar_comparison.csv,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-BASELINE-RAR-REPRODUCTION/25_massmodels_vs_direct_rar_comparison.csv; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/04_sparc_rar_data_contract_summary.json,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/04_sparc_rar_data_contract_summary.json; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/05_input_file_inventory.csv,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/05_input_file_inventory.csv; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/06_input_file_checksums.csv,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/06_input_file_checksums.csv; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/08_detected_column_inventory.csv,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/08_detected_column_inventory.csv; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/09_sparc_expected_column_mapping.csv,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/09_sparc_expected_column_mapping.csv; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/13_data_lineage_contract.md,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/13_data_lineage_contract.md; lineage_role=predecessor_validated_artifact; validation_status=registered
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/input/MassModels_Lelli2016c.mrt,local_input_integrity,validated,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/input/MassModels_Lelli2016c.mrt; lineage_role=local_input_integrity; validation_status=validated
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/input/RARbins.mrt,local_input_integrity,validated,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/input/RARbins.mrt; lineage_role=local_input_integrity; validation_status=validated
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/input/RAR.mrt,local_input_integrity,validated,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/input/RAR.mrt; lineage_role=local_input_integrity; validation_status=validated
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/input/SPARC_Lelli2016c.mrt,local_input_integrity,validated,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT/input/SPARC_Lelli2016c.mrt; lineage_role=local_input_integrity; validation_status=validated
meta_lineage_samples,SPARC_RAR_LELLI2016C_BASELINE_REGISTERED,runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT-REVIEW/04_data_contract_review_summary.json,predecessor_validated_artifact,registered,dataset_id=SPARC_RAR_LELLI2016C_BASELINE_REGISTERED; source_path=runs/QSB-SPARC-RAR-RESIDUAL-SCOUT-01-DATA-CONTRACT-REVIEW/04_data_contract_review_summary.json; lineage_role=predecessor_validated_artifact; validation_status=registered
