candidate_id,path,table_name,column_id,column_name,data_type,not_null,default_value,primary_key,create_sql_excerpt
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,claim_boundary_catalog,10,created_at,TEXT,1,CURRENT_TIMESTAMP,0,"CREATE TABLE claim_boundary_catalog (     claim_boundary_id INTEGER PRIMARY KEY,     object_type TEXT NOT NULL,     object_id TEXT NOT NULL,     claim_level TEXT,     physical_interpretation_allowed INTEGER NOT NULL DEFAULT 0,     residual_analysis_allowed INTEGER NOT NULL DEFAULT 0,     model_fitting_allowed INTEGER NOT NULL DEFAULT 0,     bridge_claim_allowed INTEGER NOT NULL DEFAULT 0,     value_reading_allowed INTEGER NOT NULL DEFAULT 0,     notes TEXT,     created_at TEXT NOT NULL DEFAULT C"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,claim_boundary_catalog,11,updated_at,TEXT,0,,0,"CREATE TABLE claim_boundary_catalog (     claim_boundary_id INTEGER PRIMARY KEY,     object_type TEXT NOT NULL,     object_id TEXT NOT NULL,     claim_level TEXT,     physical_interpretation_allowed INTEGER NOT NULL DEFAULT 0,     residual_analysis_allowed INTEGER NOT NULL DEFAULT 0,     model_fitting_allowed INTEGER NOT NULL DEFAULT 0,     bridge_claim_allowed INTEGER NOT NULL DEFAULT 0,     value_reading_allowed INTEGER NOT NULL DEFAULT 0,     notes TEXT,     created_at TEXT NOT NULL DEFAULT C"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,core_source_registry,0,source_registry_id,TEXT,0,,1,"CREATE TABLE core_source_registry (     source_registry_id TEXT PRIMARY KEY,     source_name TEXT NOT NULL,     institution TEXT,     source_type TEXT NOT NULL,     official_url TEXT,     citation_note TEXT,     license_note TEXT,     retrieval_status TEXT NOT NULL,     source_status TEXT NOT NULL,     created_at_utc TEXT NOT NULL,     updated_at_utc TEXT )"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,core_source_registry,1,source_name,TEXT,1,,0,"CREATE TABLE core_source_registry (     source_registry_id TEXT PRIMARY KEY,     source_name TEXT NOT NULL,     institution TEXT,     source_type TEXT NOT NULL,     official_url TEXT,     citation_note TEXT,     license_note TEXT,     retrieval_status TEXT NOT NULL,     source_status TEXT NOT NULL,     created_at_utc TEXT NOT NULL,     updated_at_utc TEXT )"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,core_source_registry,2,institution,TEXT,0,,0,"CREATE TABLE core_source_registry (     source_registry_id TEXT PRIMARY KEY,     source_name TEXT NOT NULL,     institution TEXT,     source_type TEXT NOT NULL,     official_url TEXT,     citation_note TEXT,     license_note TEXT,     retrieval_status TEXT NOT NULL,     source_status TEXT NOT NULL,     created_at_utc TEXT NOT NULL,     updated_at_utc TEXT )"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,core_source_registry,3,source_type,TEXT,1,,0,"CREATE TABLE core_source_registry (     source_registry_id TEXT PRIMARY KEY,     source_name TEXT NOT NULL,     institution TEXT,     source_type TEXT NOT NULL,     official_url TEXT,     citation_note TEXT,     license_note TEXT,     retrieval_status TEXT NOT NULL,     source_status TEXT NOT NULL,     created_at_utc TEXT NOT NULL,     updated_at_utc TEXT )"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,core_source_registry,4,official_url,TEXT,0,,0,"CREATE TABLE core_source_registry (     source_registry_id TEXT PRIMARY KEY,     source_name TEXT NOT NULL,     institution TEXT,     source_type TEXT NOT NULL,     official_url TEXT,     citation_note TEXT,     license_note TEXT,     retrieval_status TEXT NOT NULL,     source_status TEXT NOT NULL,     created_at_utc TEXT NOT NULL,     updated_at_utc TEXT )"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,core_source_registry,5,citation_note,TEXT,0,,0,"CREATE TABLE core_source_registry (     source_registry_id TEXT PRIMARY KEY,     source_name TEXT NOT NULL,     institution TEXT,     source_type TEXT NOT NULL,     official_url TEXT,     citation_note TEXT,     license_note TEXT,     retrieval_status TEXT NOT NULL,     source_status TEXT NOT NULL,     created_at_utc TEXT NOT NULL,     updated_at_utc TEXT )"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,core_source_registry,6,license_note,TEXT,0,,0,"CREATE TABLE core_source_registry (     source_registry_id TEXT PRIMARY KEY,     source_name TEXT NOT NULL,     institution TEXT,     source_type TEXT NOT NULL,     official_url TEXT,     citation_note TEXT,     license_note TEXT,     retrieval_status TEXT NOT NULL,     source_status TEXT NOT NULL,     created_at_utc TEXT NOT NULL,     updated_at_utc TEXT )"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,core_source_registry,7,retrieval_status,TEXT,1,,0,"CREATE TABLE core_source_registry (     source_registry_id TEXT PRIMARY KEY,     source_name TEXT NOT NULL,     institution TEXT,     source_type TEXT NOT NULL,     official_url TEXT,     citation_note TEXT,     license_note TEXT,     retrieval_status TEXT NOT NULL,     source_status TEXT NOT NULL,     created_at_utc TEXT NOT NULL,     updated_at_utc TEXT )"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,core_source_registry,8,source_status,TEXT,1,,0,"CREATE TABLE core_source_registry (     source_registry_id TEXT PRIMARY KEY,     source_name TEXT NOT NULL,     institution TEXT,     source_type TEXT NOT NULL,     official_url TEXT,     citation_note TEXT,     license_note TEXT,     retrieval_status TEXT NOT NULL,     source_status TEXT NOT NULL,     created_at_utc TEXT NOT NULL,     updated_at_utc TEXT )"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,core_source_registry,9,created_at_utc,TEXT,1,,0,"CREATE TABLE core_source_registry (     source_registry_id TEXT PRIMARY KEY,     source_name TEXT NOT NULL,     institution TEXT,     source_type TEXT NOT NULL,     official_url TEXT,     citation_note TEXT,     license_note TEXT,     retrieval_status TEXT NOT NULL,     source_status TEXT NOT NULL,     created_at_utc TEXT NOT NULL,     updated_at_utc TEXT )"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,core_source_registry,10,updated_at_utc,TEXT,0,,0,"CREATE TABLE core_source_registry (     source_registry_id TEXT PRIMARY KEY,     source_name TEXT NOT NULL,     institution TEXT,     source_type TEXT NOT NULL,     official_url TEXT,     citation_note TEXT,     license_note TEXT,     retrieval_status TEXT NOT NULL,     source_status TEXT NOT NULL,     created_at_utc TEXT NOT NULL,     updated_at_utc TEXT )"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,0,source_inventory_id,INTEGER,0,,1,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,1,source_family_label,TEXT,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,2,object_label_candidate,TEXT,0,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,3,source_path,TEXT,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,4,relative_path,TEXT,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,5,source_file_name,TEXT,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,6,source_file_extension,TEXT,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,7,source_file_size_bytes,INTEGER,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,8,source_file_mtime_utc,TEXT,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,9,source_file_hash_sha256,TEXT,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,10,source_type,TEXT,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,11,structure_kind,TEXT,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,12,readability_status,TEXT,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,13,line_count,INTEGER,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,14,blank_line_count,INTEGER,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,15,nonblank_line_count,INTEGER,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,16,first_structural_lines,TEXT,0,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,17,db20_selected_for_ingest,INTEGER,1,0,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,18,selected_for_db21_tim_ingest,INTEGER,1,0,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
dwh03_workcopy,runs/QSB-DB/QSB_DB25_CONSOLIDATED_RESEARCH_SNAPSHOT/qsb_research_dwh_target_workcopy_dwh03.db,db21_par_tim_source_inventory,19,parse_status,TEXT,1,,0,"CREATE TABLE db21_par_tim_source_inventory (             source_inventory_id INTEGER PRIMARY KEY,             source_family_label TEXT NOT NULL,             object_label_candidate TEXT,             source_path TEXT NOT NULL,             relative_path TEXT NOT NULL UNIQUE,             source_file_name TEXT NOT NULL,             source_file_extension TEXT NOT NULL,             source_file_size_bytes INTEGER NOT NULL,             source_file_mtime_utc TEXT NOT NULL,             source_file_hash_sha"
