run_id,candidate_id,source_path_or_table,has_source_lineage,lineage_assessment
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0049,data/QSB-CAUSALITY06B-04/inner_sphere_et_state_records.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0050,data/QSB-CAUSALITY06B-04/source_inventory.md,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0051,data/QSB-CAUSALITY06B-04/transition_candidates.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0052,data/QSB-CAUSALITY06B-05/field_aliases_de.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0053,data/QSB-CAUSALITY06B-05/negative_control_state_pairs.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0054,data/QSB-CAUSALITY06B-05/robustness_test_cases.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0055,data/QSB-CAUSALITY06B-06/field_aliases_de.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0056,data/QSB-CAUSALITY06B-06/oxalate_case_state_records.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0057,data/QSB-CAUSALITY06B-06/oxalate_transition_candidates.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0058,data/QSB-CAUSALITY06B-06/source_inventory.md,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0059,data/QSB-CAUSALITY07-02/cycle_phase_rules.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0060,data/QSB-CAUSALITY07-02/field_aliases_de.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0061,data/QSB-CAUSALITY07-02/oregonator_config.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0062,data/QSB-CAUSALITY07-02/source_inventory.md,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0063,data/QSB-CAUSALITY07-03/cycle_semantics_hardening_config.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0064,data/QSB-CAUSALITY07-04/causal_condition_registry.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0065,data/QSB-CAUSALITY07-04/controlled_causal_structure_config.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0066,data/QSB-CAUSALITY07-04A/independent_transition_reconstruction_config.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0067,data/QSB-CAUSALITY07-04A/reconstruction_rule_registry.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0068,data/QSB-CAUSALITY07-04B/calibration_metric_registry.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0069,data/QSB-CAUSALITY07-04B/heuristic_calibration_config.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0070,data/QSB-CAUSALITY07-04C/fine_calibration_metric_registry.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0071,data/QSB-CAUSALITY07-04C/fine_calibration_sweep_config.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0072,data/QSB-CORRCORE01/correlation_core_claim_boundary_registry.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0073,data/QSB-CORRCORE01/correlation_core_cross_strand_map.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0074,data/QSB-CORRCORE01/correlation_core_equation_registry.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0075,data/QSB-CORRCORE01/correlation_core_object_registry.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0076,data/QSB-CORRCORE01/correlation_core_quantity_registry.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0077,data/QSB-CORRCORE01/correlation_core_source_inventory.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0078,data/QSB-DB/schema/qsb_research_db_schema.sql,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0079,data/QSB-META01-01/repository_metadata_inventory_config.json,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0080,data/QSB-META01-02/canonical_metadata_contract_config.json,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0081,data/QSB-META01-02/canonical_metadata_schema.sql,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0082,data/QSB-META01-02/controlled_vocabularies.json,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0083,data/QSB-META01-02/example_metadata_records.json,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0084,data/QSB-META01-02/unit_dimension_registry.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0085,data/QSB-META01-03/causality07_metadata_mapping.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0086,data/QSB-META01-03/causality07_pilot_metadata_config.json,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0087,data/QSB-META02/cross_mart_key_mapping_schema.json,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0088,data/QSB-META02/cross_mart_seed_mappings.json,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0089,data/QSB-META02/cross_mart_semantic_relation_registry.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0090,data/QSB-META02/cross_mart_transformation_rule_registry.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0091,data/QSB-OUTREACH01A/001_qsb_outreach01a_sqlite_dwh_ddl.sql,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0092,data/QSB-OUTREACH01A/002_qsb_outreach01a_sqlite_views.sql,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0093,data/QSB-OUTREACH01A/canonical_schema.json,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0094,data/QSB-OUTREACH01A/field_aliases.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0095,data/QSB-OUTREACH01A/synthetic_demonstrator_config.yaml,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0096,data/QSB-ST-IDSPACE-CPNS04/idspace_cpns04_example_records.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0097,data/QSB-ST-IDSPACE-CPNS04/idspace_cpns04_minimal_schema.json,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0098,data/QSB-ST-MATTER-SIGNATURE-CANONICALIZATION/archival_cluster_inventory.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0099,data/QSB-ST-MATTER-SIGNATURE-CANONICALIZATION/canonical_rerun_map.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0100,data/QSB-ST-MATTER-SIGNATURE-CANONICALIZATION/preregistered_hypotheses.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0101,data/QSB-ST-MATTER-SIGNATURE-CANONICALIZATION/provenance_status_table.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0102,data/QSB-ST-MATTER-SIGNATURE-CANONICALIZATION/recovered_file_manifest.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0103,data/QSB-ST-SHAPIROINFO/correction_state_sidecar_template.yaml,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0104,data/QSB-ST-SHAPIROINFO/j0740_6620_download_manifest_manual_review.yaml,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0105,data/QSB-ST-SHAPIROINFO/j0740_6620_file_link_metadata_review.yaml,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0106,data/QSB-ST-SHAPIROINFO/manual_evidence/dwh14a_high_priority_manual_evidence.csv,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0107,data/QSB-ST-SHAPIROINFO/manual_evidence/ell1_geometric_phase_mapping/pint_1_1_5_binary_ell1.py,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0108,data/QSB-ST-SHAPIROINFO/manual_evidence/ell1_geometric_phase_mapping/pint_1_1_5_stand_alone_ELL1_model.py,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0109,data/QSB-ST-SHAPIROINFO/manual_evidence/ell1_geometric_phase_mapping/pint_1_1_5_timing_model.py,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0110,data/QSB-ST-SHAPIROINFO/manual_evidence/ell1_geometric_phase_mapping/pint_pulsar_1_1_5_METADATA.txt,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0111,data/QSB-ST-SHAPIROINFO/manual_evidence/ell1_geometric_phase_mapping_evidence.md,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0112,data/QSB-ST-SHAPIROINFO/manual_evidence/ell1_geometric_phase_mapping_manifest.csv,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0113,data/QSB-ST-SHAPIROINFO/manual_evidence/tempo_tempo2_format1/tempo2_examples_ver1.pdf,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0114,data/QSB-ST-SHAPIROINFO/manual_evidence/tempo_tempo2_format1/tempo2_manual.pdf,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0115,data/QSB-ST-SHAPIROINFO/manual_evidence/tempo_tempo2_format1/tempo_reference_toa_format.txt,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0116,data/QSB-ST-SHAPIROINFO/manual_evidence/tempo_tempo2_format1_primary_evidence_manifest.csv,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0117,data/QSB-ST-SHAPIROINFO/manual_evidence/tempo_tempo2_format1_primary_field_definition.md,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0118,data/QSB-ST-SHAPIROINFO/public_source_download_manifest_template.yaml,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0119,data/QSB-ST-SHAPIROINFO/public_sources/j0740_6620/manifest/j0740_6620_quarantine_download_manifest_2026_05_29.yaml,true,lineage_present_requires_review
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0120,data/QSB-ST-SHAPIROINFO/public_sources/j0740_6620/raw/J0740+6620.cfr+19.tim,false,lineage_incomplete
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0121,data/QSB-ST-SHAPIROINFO/public_sources/j0740_6620/raw/J0740+6620.par,false,lineage_incomplete
