run_id,object_type,table_schema,table_name,column_name,matched_reason
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_lag_mechanism_toeplitz_dependency,between_lag_variance,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_lag_mechanism_toeplitz_dependency,lag_explained_variance_ratio,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_lag_mechanism_toeplitz_dependency,within_lag_variance_mean,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_comparison_metrics,critical_nullmodel_reproduction,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_comparison_metrics,lag_structure_z_score,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_comparison_metrics,nullmodel_family,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_design_summary,nullmodel_family_count,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_diagnostics_required,nullmodel_key,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_execution_authorization,nullmodel_key,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_execution_result_review_critical_findings,critical_nullmodel,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_execution_result_review_family,nullmodel_family,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_execution_result_review_summary,critical_nullmodel,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_execution_result_review_summary,critical_nullmodel_reproduction,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_execution_summary,nullmodel_family_count,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_failure_modes,failure_mode,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_failure_modes,failure_mode_id,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_failure_modes,nullmodel_key,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_family_spec,failure_modes,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_family_spec,nullmodel_id,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_family_spec,nullmodel_key,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_family_summary,nullmodel_family,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,between_lag_separation,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,directed_pair_consistency,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,directed_pair_feature_count,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,lag_axis_collapse_score,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,lag_class_count,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,lag_class_structure_preserved,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,lag_structure_distance,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,lag_structure_reproduction_class,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,nullmodel_family,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,nullmodel_name,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_lag_class_metrics,within_lag_similarity,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,between_lag_separation,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,directed_pair_consistency,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,directed_pair_feature_count,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,lag_axis_collapse_score,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,lag_class_count,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,lag_class_structure_preserved,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,lag_structure_distance,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,lag_structure_reproduction_class,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,lambda_max,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,lambda_min,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,nullmodel_family,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,nullmodel_name,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_sample_results,within_lag_similarity,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_specificity_classification,critical_nullmodel,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_specificity_classification,strengthening_nullmodel,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_spectral_core_metrics,lambda_max,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_spectral_core_metrics,lambda_min,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_spectral_core_metrics,nullmodel_family,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_nullmodel_spectral_core_metrics,nullmodel_name,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_psd_test_gate_result,lambda_max,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_psd_test_gate_result,lambda_min,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_spectral_readout_effective_lag_axis_gram,lag_axis,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_spectral_readout_effective_lag_axis_gram,representative_pair_id,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_spectral_readout_lag_class_membership,abs_lag,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_spectral_readout_lag_class_membership,lag,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_spectral_readout_lag_class_membership,lag_axis,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_spectral_readout_lag_class_membership,pair_id,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_spectral_readout_lag_class_summary,abs_lag,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_spectral_readout_lag_class_summary,lag_axis,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_spectral_readout_relation_pair,pair_id_a,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_spectral_readout_relation_pair,pair_id_b,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_spectral_readout_result,lambda_max,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,pbr_spectral_readout_result,lambda_min,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_lag_mechanismus_ergebnis_de,Lag-Rekonstruktionsgenauigkeit,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_lag_mechanismus_ergebnis_de,Lag-Struktur-Erhaltungsrate,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_lag_mechanismus_ergebnis_de,Lag-erklärte Varianz,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_lag_mechanismus_ergebnis_de,Nullmodell-Angemessenheitsklasse,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_lag_mechanismus_ergebnis_de,Proxy-Lag-Korrelation,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_lag_mechanismus_ergebnis_de,unabhängige Lag-Variable,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_lag_mechanismus_ergebnis_de,unabhängige Lag-Variable verfügbar,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,Anzahl Lag-Klassen,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,Innerhalb-Lag-Ähnlichkeit,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,Lag-Achsen-Kollapswert,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,Lag-Klassen-Struktur erhalten,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,Lag-Struktur-Abstand,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,Lag-Struktur-Reproduktion,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,Nullmodell-Familie,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,Nullmodell-Name,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,Nullmodell-Probe-ID,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,Zwischen-Lag-Trennung,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,kritisches Nullmodell,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_ergebnis_de,stärkendes Nullmodell,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_nullmodell_result_review_de,kritisches Nullmodell,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_psd_test01_gate_result,lambda_max,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_psd_test01_gate_result,lambda_min,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_psd_test01_summary,lambda_max,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_psd_test01_summary,lambda_min,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_spectral_readout01_lag_class_summary,abs_lag,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_spectral_readout01_lag_class_summary,lag_axis,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_spectral_readout01_summary,lambda_max,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,column,qsb_planck_bridge,v_pbr_spectral_readout01_summary,lambda_min,candidate_column_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,mart,v_qsb_metadata_aliases_de,,metadata_table_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,mart,v_qsb_metadata_fields,,metadata_table_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,mart,v_qsb_metadata_units,,metadata_table_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,mart,v_sparc_field_metadata,,metadata_table_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,mart,v_sparc_unit_metadata,,metadata_table_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,metadata,meta_alias,,metadata_table_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,metadata,meta_claim,,metadata_table_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,metadata,meta_dataset,,metadata_table_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,metadata,meta_field,,metadata_table_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,metadata,meta_lineage,,metadata_table_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,metadata,meta_search_token,,metadata_table_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,metadata,meta_unit,,metadata_table_name
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,metadata_table,metadata,meta_view,,metadata_table_name
