run_id,candidate_id,candidate_variable_name,alias_reference,alias_risk_level,independence_status,claim_implication
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0011,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0012,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0013,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0014,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0015,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0016,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0017,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0018,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0019,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0020,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0021,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0022,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0023,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0024,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0025,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0026,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0027,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0028,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0029,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0030,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0031,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0032,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0033,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0034,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0035,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0036,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0037,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0038,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0039,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0040,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0041,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0042,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0043,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0044,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0045,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0046,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0047,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0048,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0049,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0050,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0051,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0052,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0053,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0054,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0055,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0056,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0057,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0058,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0059,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0060,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0061,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0062,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0063,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0064,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0065,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0066,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0067,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0068,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0069,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0070,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0071,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0072,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0073,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0074,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0075,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0076,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0077,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0078,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0079,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0080,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0081,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0082,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0083,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0084,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0085,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0086,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0087,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0088,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0089,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0090,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0091,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0092,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0093,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0094,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0095,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0096,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0097,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0098,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0099,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0100,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0101,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0102,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0103,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0104,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0105,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0106,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0107,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0108,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0109,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0110,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0111,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0112,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0113,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0114,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0115,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0116,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0117,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0118,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0119,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0120,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0121,mode_or_frequency,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0122,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0123,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0124,delta_phi_or_phase,unknown,high,unknown_requires_lineage,candidate_only_no_independence_claim
QSB-PLANCK-BRIDGE-RESONATOR-INPUT-ARTIFACT-ENRICHMENT-DWH-REPO-SCOUT-01,CAND-0125,candidate_term_match,unknown,unknown,unknown_requires_lineage,candidate_only_no_independence_claim
