section,field_1,field_2,field_3,field_4,notes
markdown_document_count,2105,,,,markdown_documents=2105
markdown_samples,data/QSB-BRIDGE-DATA-02E/README.md,QSB-BRIDGE-DATA-02E,# QSB-BRIDGE-DATA-02ESynthetic/reference-style control mimicry revision block.DATA-02E starts from the DATA-02D diagnostic separation result and classifies whysome controls remain original-like. ,,relative_path=data/QSB-BRIDGE-DATA-02E/README.md; title=QSB-BRIDGE-DATA-02E; preview=# QSB-BRIDGE-DATA-02ESynthetic/reference-style control mimicry revision block.DATA-02E starts from the DATA-02D diagnostic separation result and classifies whysome controls remain original-like.
markdown_samples,data/QSB-CAUSALITY06B-02/FIELD_LIST.md,QSB-CAUSALITY06B-02 Field List,# QSB-CAUSALITY06B-02 Field List| Field Path | Type | Required | Allowed Values / Format | Description | Direction-Feature Eligibility ||---|---|---:|---|---|---|| schema_id | object/array/string/,,relative_path=data/QSB-CAUSALITY06B-02/FIELD_LIST.md; title=QSB-CAUSALITY06B-02 Field List; preview=# QSB-CAUSALITY06B-02 Field List| Field Path | Type | Required | Allowed Values / Format | Description | Direction-Feature Eligibility ||---|---|---:|---|---|---|| schema_id | object/array/string/
markdown_samples,data/QSB-CAUSALITY06B-04/source_inventory.md,QSB-CAUSALITY06B-04 Source Inventory,# QSB-CAUSALITY06B-04 Source Inventory| Source ID | Source Type | Citation | Supports | Does Not Establish ||---|---|---|---|---|| `SRC_TAUBE_1953` | Historical primary reference | Taube 1953 inne,,relative_path=data/QSB-CAUSALITY06B-04/source_inventory.md; title=QSB-CAUSALITY06B-04 Source Inventory; preview=# QSB-CAUSALITY06B-04 Source Inventory| Source ID | Source Type | Citation | Supports | Does Not Establish ||---|---|---|---|---|| `SRC_TAUBE_1953` | Historical primary reference | Taube 1953 inne
markdown_samples,data/QSB-CAUSALITY06B-06/source_inventory.md,QSB-CAUSALITY06B-06 Source Inventory,# QSB-CAUSALITY06B-06 Source Inventory| Source ID | Source Type | Citation | Supports | Does Not Establish ||---|---|---|---|---|| `SRC_SHEU_SHANG_LAPPIN_1996` | Primary research article | E. C. S,,relative_path=data/QSB-CAUSALITY06B-06/source_inventory.md; title=QSB-CAUSALITY06B-06 Source Inventory; preview=# QSB-CAUSALITY06B-06 Source Inventory| Source ID | Source Type | Citation | Supports | Does Not Establish ||---|---|---|---|---|| `SRC_SHEU_SHANG_LAPPIN_1996` | Primary research article | E. C. S
markdown_samples,data/QSB-CAUSALITY07-02/source_inventory.md,QSB-CAUSALITY07-02 Source Inventory,"# QSB-CAUSALITY07-02 Source Inventory| Source ID | Source Type | Citation | Supports | Does Not Establish ||---|---|---|---|---|| SRC_FKN_1972 | mechanism reference | Field, Koros, and Noyes, 1972",,"relative_path=data/QSB-CAUSALITY07-02/source_inventory.md; title=QSB-CAUSALITY07-02 Source Inventory; preview=# QSB-CAUSALITY07-02 Source Inventory| Source ID | Source Type | Citation | Supports | Does Not Establish ||---|---|---|---|---|| SRC_FKN_1972 | mechanism reference | Field, Koros, and Noyes, 1972"
markdown_samples,data/QSB-ST-SHAPIROINFO/manual_evidence/ell1_geometric_phase_mapping/pint_pulsar_1_1_5_METADATA.txt,pint_pulsar_1_1_5_METADATA.txt,"Metadata-Version: 2.1Name: pint-pulsarVersion: 1.1.5Summary: A Pulsar Timing Package, written in Python from scratchAuthor: Scott Ransom, Paul Demorest, Paul Ray, et al.Author-email: Luo Jing <sr",,"relative_path=data/QSB-ST-SHAPIROINFO/manual_evidence/ell1_geometric_phase_mapping/pint_pulsar_1_1_5_METADATA.txt; title=pint_pulsar_1_1_5_METADATA.txt; preview=Metadata-Version: 2.1Name: pint-pulsarVersion: 1.1.5Summary: A Pulsar Timing Package, written in Python from scratchAuthor: Scott Ransom, Paul Demorest, Paul Ray, et al.Author-email: Luo Jing <sr"
markdown_samples,data/QSB-ST-SHAPIROINFO/manual_evidence/ell1_geometric_phase_mapping_evidence.md,ELL1 Geometric Phase Mapping Evidence,# ELL1 Geometric Phase Mapping Evidenceevidence_id: ELL1_GEOMETRIC_PHASE_MAPPINGmodel: ELL1phase_origin: TASCphase_origin_semantics: ascending_node_epochsuperior_conjunction_phase: 0.25mapping_,,relative_path=data/QSB-ST-SHAPIROINFO/manual_evidence/ell1_geometric_phase_mapping_evidence.md; title=ELL1 Geometric Phase Mapping Evidence; preview=# ELL1 Geometric Phase Mapping Evidenceevidence_id: ELL1_GEOMETRIC_PHASE_MAPPINGmodel: ELL1phase_origin: TASCphase_origin_semantics: ascending_node_epochsuperior_conjunction_phase: 0.25mapping_
markdown_samples,data/QSB-ST-SHAPIROINFO/manual_evidence/tempo_tempo2_format1/tempo_reference_toa_format.txt,tempo_reference_toa_format.txt,"TOA LINESTOAs are entered, one per line, in one of four formats, called'Princeton', 'Parkes', 'Interchange TOA (ITOA)', or 'Tempo2' format.TOAs in Princeton, Parkes and Tempo2 formats are assumed ",,"relative_path=data/QSB-ST-SHAPIROINFO/manual_evidence/tempo_tempo2_format1/tempo_reference_toa_format.txt; title=tempo_reference_toa_format.txt; preview=TOA LINESTOAs are entered, one per line, in one of four formats, called'Princeton', 'Parkes', 'Interchange TOA (ITOA)', or 'Tempo2' format.TOAs in Princeton, Parkes and Tempo2 formats are assumed "
markdown_samples,data/QSB-ST-SHAPIROINFO/manual_evidence/tempo_tempo2_format1_primary_field_definition.md,TEMPO/TEMPO2 FORMAT 1 Primary Field Definition Evidence,# TEMPO/TEMPO2 FORMAT 1 Primary Field Definition Evidence## Identity```textevidence_id: TEMPO_TEMPO2_FORMAT1_PRIMARY_FIELD_DEFINITIONevidence_type: external_primary_documentationevidence_status,,relative_path=data/QSB-ST-SHAPIROINFO/manual_evidence/tempo_tempo2_format1_primary_field_definition.md; title=TEMPO/TEMPO2 FORMAT 1 Primary Field Definition Evidence; preview=# TEMPO/TEMPO2 FORMAT 1 Primary Field Definition Evidence## Identity```textevidence_id: TEMPO_TEMPO2_FORMAT1_PRIMARY_FIELD_DEFINITIONevidence_type: external_primary_documentationevidence_status
markdown_samples,data/QSB-ST-SHAPIROINFO/public_sources/j0740_6620/logs/j0740_6620_quarantine_download_retrieval_log_2026_05_29.md,QSB-ST-SHAPIROINFO34 Retrieval Log,# QSB-ST-SHAPIROINFO34 Retrieval LogLocal quarantine artifact only. Do not commit unless explicitly approved later.## Timestamp`2026-05-29T22:22:41Z`## Commands```bashcurl --fail --location,,relative_path=data/QSB-ST-SHAPIROINFO/public_sources/j0740_6620/logs/j0740_6620_quarantine_download_retrieval_log_2026_05_29.md; title=QSB-ST-SHAPIROINFO34 Retrieval Log; preview=# QSB-ST-SHAPIROINFO34 Retrieval LogLocal quarantine artifact only. Do not commit unless explicitly approved later.## Timestamp`2026-05-29T22:22:41Z`## Commands```bashcurl --fail --location
markdown_samples,data/QSB-ST-SHAPIROINFO/public_sources/j0740_6620/notes/QUARANTINE_BOUNDARY_NOTE.md,QSB-ST-SHAPIROINFO34 Quarantine Boundary Note,# QSB-ST-SHAPIROINFO34 Quarantine Boundary NoteThe files in `raw/` are local quarantine material only.They are not analysis inputs in SHAPIROINFO34.- no File-Body-Inspektion nach dem Download- ,,relative_path=data/QSB-ST-SHAPIROINFO/public_sources/j0740_6620/notes/QUARANTINE_BOUNDARY_NOTE.md; title=QSB-ST-SHAPIROINFO34 Quarantine Boundary Note; preview=# QSB-ST-SHAPIROINFO34 Quarantine Boundary NoteThe files in `raw/` are local quarantine material only.They are not analysis inputs in SHAPIROINFO34.- no File-Body-Inspektion nach dem Download-
markdown_samples,data/README_BMC07_inputs.md,README – BMC-07 Inputs,# README – BMC-07 Inputs## Pflichtdateien- `baseline_relational_table.csv`- `node_metadata.csv`- `bmc07_config_minimal_readouts.yaml`## Optional- `diffusion_distance_matrix.npz`- `pair_neighb,,relative_path=data/README_BMC07_inputs.md; title=README – BMC-07 Inputs; preview=# README – BMC-07 Inputs## Pflichtdateien- `baseline_relational_table.csv`- `node_metadata.csv`- `bmc07_config_minimal_readouts.yaml`## Optional- `diffusion_distance_matrix.npz`- `pair_neighb
markdown_samples,data/README_BMC07_inputs_minimal_bundle.md,README – BMC-07 Minimal Inputs Bundle,# README – BMC-07 Minimal Inputs Bundle## StatusOffenes Input-Bundle für den ersten BMC-07-Start.## ZweckDieses Bundle schließt genau die aktuell fehlende Lücke:- `data/baseline_relational_tabl,,relative_path=data/README_BMC07_inputs_minimal_bundle.md; title=README – BMC-07 Minimal Inputs Bundle; preview=# README – BMC-07 Minimal Inputs Bundle## StatusOffenes Input-Bundle für den ersten BMC-07-Start.## ZweckDieses Bundle schließt genau die aktuell fehlende Lücke:- `data/baseline_relational_tabl
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_70/baseline_all_features/readout.md,BMC-07c Variant Readout – BMC12e_N70_baseline_all_features,# BMC-07c Variant Readout – BMC12e_N70_baseline_all_features## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | decision,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_70/baseline_all_features/readout.md; title=BMC-07c Variant Readout – BMC12e_N70_baseline_all_features; preview=# BMC-07c Variant Readout – BMC12e_N70_baseline_all_features## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | decision
markdown_samples,docs/QSB_BRIDGE_SYNTH_03A_BMC12_PER_VARIANT_BINDING_FIELD_LIST.md,QSB-BRIDGE-SYNTH-03A BMC12 Per-Variant Binding Field List,# QSB-BRIDGE-SYNTH-03A BMC12 Per-Variant Binding Field List## Field: binding_idField type: string identifierField description: Stable identifier for one 03A source-binding row.## Field: source,,relative_path=docs/QSB_BRIDGE_SYNTH_03A_BMC12_PER_VARIANT_BINDING_FIELD_LIST.md; title=QSB-BRIDGE-SYNTH-03A BMC12 Per-Variant Binding Field List; preview=# QSB-BRIDGE-SYNTH-03A BMC12 Per-Variant Binding Field List## Field: binding_idField type: string identifierField description: Stable identifier for one 03A source-binding row.## Field: source
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_70/drop_feature_length_scale/readout.md,BMC-07c Variant Readout – BMC12e_N70_drop_feature_length_scale,# BMC-07c Variant Readout – BMC12e_N70_drop_feature_length_scale## Befund- Number of variants: `3`- Overall status: `still_weak_or_mixed`## Variant summary| variant_name | method | decision_l,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_70/drop_feature_length_scale/readout.md; title=BMC-07c Variant Readout – BMC12e_N70_drop_feature_length_scale; preview=# BMC-07c Variant Readout – BMC12e_N70_drop_feature_length_scale## Befund- Number of variants: `3`- Overall status: `still_weak_or_mixed`## Variant summary| variant_name | method | decision_l
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_70/drop_feature_mode_frequency/readout.md,BMC-07c Variant Readout – BMC12e_N70_drop_feature_mode_frequency,# BMC-07c Variant Readout – BMC12e_N70_drop_feature_mode_frequency## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_70/drop_feature_mode_frequency/readout.md; title=BMC-07c Variant Readout – BMC12e_N70_drop_feature_mode_frequency; preview=# BMC-07c Variant Readout – BMC12e_N70_drop_feature_mode_frequency## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_70/drop_feature_shape_factor/readout.md,BMC-07c Variant Readout – BMC12e_N70_drop_feature_shape_factor,# BMC-07c Variant Readout – BMC12e_N70_drop_feature_shape_factor## Befund- Number of variants: `3`- Overall status: `backbone_definition_sensitive`## Variant summary| variant_name | method | ,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_70/drop_feature_shape_factor/readout.md; title=BMC-07c Variant Readout – BMC12e_N70_drop_feature_shape_factor; preview=# BMC-07c Variant Readout – BMC12e_N70_drop_feature_shape_factor## Befund- Number of variants: `3`- Overall status: `backbone_definition_sensitive`## Variant summary| variant_name | method |
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_70/drop_feature_spectral_index/readout.md,BMC-07c Variant Readout – BMC12e_N70_drop_feature_spectral_index,# BMC-07c Variant Readout – BMC12e_N70_drop_feature_spectral_index## Befund- Number of variants: `3`- Overall status: `backbone_definition_sensitive`## Variant summary| variant_name | method ,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_70/drop_feature_spectral_index/readout.md; title=BMC-07c Variant Readout – BMC12e_N70_drop_feature_spectral_index; preview=# BMC-07c Variant Readout – BMC12e_N70_drop_feature_spectral_index## Befund- Number of variants: `3`- Overall status: `backbone_definition_sensitive`## Variant summary| variant_name | method
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_75/baseline_all_features/readout.md,BMC-07c Variant Readout – BMC12e_N75_baseline_all_features,# BMC-07c Variant Readout – BMC12e_N75_baseline_all_features## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | decision,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_75/baseline_all_features/readout.md; title=BMC-07c Variant Readout – BMC12e_N75_baseline_all_features; preview=# BMC-07c Variant Readout – BMC12e_N75_baseline_all_features## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | decision
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_75/drop_feature_length_scale/readout.md,BMC-07c Variant Readout – BMC12e_N75_drop_feature_length_scale,# BMC-07c Variant Readout – BMC12e_N75_drop_feature_length_scale## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | deci,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_75/drop_feature_length_scale/readout.md; title=BMC-07c Variant Readout – BMC12e_N75_drop_feature_length_scale; preview=# BMC-07c Variant Readout – BMC12e_N75_drop_feature_length_scale## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | deci
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_75/drop_feature_mode_frequency/readout.md,BMC-07c Variant Readout – BMC12e_N75_drop_feature_mode_frequency,# BMC-07c Variant Readout – BMC12e_N75_drop_feature_mode_frequency## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_75/drop_feature_mode_frequency/readout.md; title=BMC-07c Variant Readout – BMC12e_N75_drop_feature_mode_frequency; preview=# BMC-07c Variant Readout – BMC12e_N75_drop_feature_mode_frequency## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_75/drop_feature_shape_factor/readout.md,BMC-07c Variant Readout – BMC12e_N75_drop_feature_shape_factor,# BMC-07c Variant Readout – BMC12e_N75_drop_feature_shape_factor## Befund- Number of variants: `3`- Overall status: `still_weak_or_mixed`## Variant summary| variant_name | method | decision_l,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_75/drop_feature_shape_factor/readout.md; title=BMC-07c Variant Readout – BMC12e_N75_drop_feature_shape_factor; preview=# BMC-07c Variant Readout – BMC12e_N75_drop_feature_shape_factor## Befund- Number of variants: `3`- Overall status: `still_weak_or_mixed`## Variant summary| variant_name | method | decision_l
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_75/drop_feature_spectral_index/readout.md,BMC-07c Variant Readout – BMC12e_N75_drop_feature_spectral_index,# BMC-07c Variant Readout – BMC12e_N75_drop_feature_spectral_index## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_75/drop_feature_spectral_index/readout.md; title=BMC-07c Variant Readout – BMC12e_N75_drop_feature_spectral_index; preview=# BMC-07c Variant Readout – BMC12e_N75_drop_feature_spectral_index## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_81/baseline_all_features/readout.md,BMC-07c Variant Readout – BMC12e_N81_baseline_all_features,# BMC-07c Variant Readout – BMC12e_N81_baseline_all_features## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | decision,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_81/baseline_all_features/readout.md; title=BMC-07c Variant Readout – BMC12e_N81_baseline_all_features; preview=# BMC-07c Variant Readout – BMC12e_N81_baseline_all_features## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | decision
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_81/drop_feature_length_scale/readout.md,BMC-07c Variant Readout – BMC12e_N81_drop_feature_length_scale,# BMC-07c Variant Readout – BMC12e_N81_drop_feature_length_scale## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | deci,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_81/drop_feature_length_scale/readout.md; title=BMC-07c Variant Readout – BMC12e_N81_drop_feature_length_scale; preview=# BMC-07c Variant Readout – BMC12e_N81_drop_feature_length_scale## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | deci
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_81/drop_feature_mode_frequency/readout.md,BMC-07c Variant Readout – BMC12e_N81_drop_feature_mode_frequency,# BMC-07c Variant Readout – BMC12e_N81_drop_feature_mode_frequency## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_81/drop_feature_mode_frequency/readout.md; title=BMC-07c Variant Readout – BMC12e_N81_drop_feature_mode_frequency; preview=# BMC-07c Variant Readout – BMC12e_N81_drop_feature_mode_frequency## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_81/drop_feature_shape_factor/readout.md,BMC-07c Variant Readout – BMC12e_N81_drop_feature_shape_factor,# BMC-07c Variant Readout – BMC12e_N81_drop_feature_shape_factor## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | deci,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_81/drop_feature_shape_factor/readout.md; title=BMC-07c Variant Readout – BMC12e_N81_drop_feature_shape_factor; preview=# BMC-07c Variant Readout – BMC12e_N81_drop_feature_shape_factor## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | deci
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_81/drop_feature_spectral_index/readout.md,BMC-07c Variant Readout – BMC12e_N81_drop_feature_spectral_index,# BMC-07c Variant Readout – BMC12e_N81_drop_feature_spectral_index## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_81/drop_feature_spectral_index/readout.md; title=BMC-07c Variant Readout – BMC12e_N81_drop_feature_spectral_index; preview=# BMC-07c Variant Readout – BMC12e_N81_drop_feature_spectral_index## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | de
markdown_samples,data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_87/baseline_all_features/readout.md,BMC-07c Variant Readout – BMC12e_N87_baseline_all_features,# BMC-07c Variant Readout – BMC12e_N87_baseline_all_features## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | decision,,relative_path=data/bmc12e_edgecount_sweep_configs/runs/BMC-12e/edgecount_neighborhood_sweep_open/runner_outputs/N_87/baseline_all_features/readout.md; title=BMC-07c Variant Readout – BMC12e_N87_baseline_all_features; preview=# BMC-07c Variant Readout – BMC12e_N87_baseline_all_features## Befund- Number of variants: `3`- Overall status: `backbone_result_recovered`## Variant summary| variant_name | method | decision
